technology,month,day,hour,generation_mwh
Hydraulic UGH,5,14,11,1205.0
Hydraulic UGH,5,14,12,1197.8
Hydraulic UGH,5,14,13,1165.7
Hydraulic UGH,5,14,14,1141.1
Hydraulic UGH,5,14,15,1170.4
Hydraulic UGH,5,14,16,1196.7
Hydraulic UGH,5,14,17,1300.1
Hydraulic UGH,5,14,18,1581.2
Hydraulic UGH,5,14,19,2938.1
Hydraulic UGH,5,14,20,3998.0
Hydraulic UGH,5,14,21,4451.0
Hydraulic UGH,5,14,22,3713.9
Hydraulic UGH,5,14,23,2351.0
Hydraulic UGH,5,15,0,2316.6
Hydraulic UGH,5,15,1,1776.4
Hydraulic UGH,5,15,2,1503.6
Hydraulic UGH,5,15,3,1390.6
Hydraulic UGH,5,15,4,1163.6
Hydraulic UGH,5,15,5,1136.7
Hydraulic UGH,5,15,6,1076.6
Hydraulic UGH,5,15,7,1208.8
Hydraulic UGH,5,15,8,1270.7
Hydraulic UGH,5,15,9,1366.0
Hydraulic UGH,5,15,10,1230.5
Hydraulic UGH,5,15,11,1100.9
Hydraulic UGH,5,15,12,1071.0
Hydraulic UGH,5,15,13,934.0
Hydraulic UGH,5,15,14,862.0
Hydraulic UGH,5,15,15,825.8
Hydraulic UGH,5,15,16,831.9
Hydraulic UGH,5,15,17,810.5
Hydraulic UGH,5,15,18,900.0
Hydraulic UGH,5,15,19,1057.7
Hydraulic UGH,5,15,20,1715.6
Hydraulic UGH,5,15,21,2260.5
Hydraulic UGH,5,15,22,2189.3
Hydraulic UGH,5,15,23,1734.4
Hydraulic UGH,5,16,0,1578.1
Hydraulic UGH,5,16,1,1370.0
Hydraulic UGH,5,16,2,1186.7
Hydraulic UGH,5,16,3,1090.4
Hydraulic UGH,5,16,4,983.2
Hydraulic UGH,5,16,5,1038.0
Hydraulic UGH,5,16,6,1108.9
Hydraulic UGH,5,16,7,1241.1
Hydraulic UGH,5,16,8,1278.2
Hydraulic UGH,5,16,9,1225.5
Hydraulic UGH,5,16,10,1187.6
Hydraulic UGH,5,16,11,1077.5
Hydraulic UGH,5,16,12,1112.1
Hydraulic UGH,5,16,13,976.0
Hydraulic UGH,5,16,14,846.5
Hydraulic UGH,5,16,15,919.7
Hydraulic UGH,5,16,16,752.9
Hydraulic UGH,5,16,17,1226.1
Hydraulic UGH,5,16,18,978.5
Hydraulic UGH,5,16,19,1177.9
Hydraulic UGH,5,16,20,1982.7
Hydraulic UGH,5,16,21,2690.7
Hydraulic UGH,5,16,22,2665.9
Hydraulic UGH,5,16,23,2160.7
Hydraulic UGH,5,17,0,1326.8
Hydraulic UGH,5,17,1,1216.0
Hydraulic UGH,5,17,2,1109.2
Hydraulic UGH,5,17,3,1121.9
Hydraulic UGH,5,17,4,1208.4
Hydraulic UGH,5,17,5,1291.8
Hydraulic UGH,5,17,6,1997.1
Hydraulic UGH,5,17,7,3444.8
Hydraulic UGH,5,17,8,3495.5
Hydraulic UGH,5,17,9,3639.8
Hydraulic UGH,5,17,10,2216.6
Hydraulic UGH,5,17,11,2215.5
Hydraulic UGH,5,17,12,1819.3
Hydraulic UGH,5,17,13,1781.3
Hydraulic UGH,5,17,14,1445.6
Hydraulic UGH,5,17,15,1465.8
Hydraulic UGH,5,17,16,1444.5
Hydraulic UGH,5,17,17,1548.3
Hydraulic UGH,5,17,18,1879.2
Hydraulic UGH,5,17,19,2384.0
Hydraulic UGH,5,17,20,3028.7
Hydraulic UGH,5,17,21,4529.1
Hydraulic UGH,5,17,22,4457.1
Hydraulic UGH,5,17,23,3040.5
Hydraulic UGH,5,18,0,2684.6
Hydraulic UGH,5,18,1,1718.8
Hydraulic UGH,5,18,2,1640.4
Hydraulic UGH,5,18,3,1381.0
Hydraulic UGH,5,18,4,1333.8
Hydraulic UGH,5,18,5,1399.4
Hydraulic UGH,5,18,6,2457.4
Hydraulic UGH,5,18,7,3491.4
Hydraulic UGH,5,18,8,3321.9
Hydraulic UGH,5,18,9,2998.8
Hydraulic UGH,5,18,10,2209.0
Hydraulic UGH,5,18,11,1977.3
Hydraulic UGH,5,18,12,1834.8
Hydraulic UGH,5,18,13,1772.4
Hydraulic UGH,5,18,14,1591.0
Hydraulic UGH,5,18,15,1521.6
Hydraulic UGH,5,18,16,1456.4
Hydraulic UGH,5,18,17,1545.5
Hydraulic UGH,5,18,18,1828.8
Hydraulic UGH,5,18,19,2203.9
Hydraulic UGH,5,18,20,3221.9
Hydraulic UGH,5,18,21,3977.6
Hydraulic UGH,5,18,22,3651.7
Hydraulic UGH,5,18,23,2638.7
Hydraulic UGH,5,19,0,1583.8
Hydraulic UGH,5,19,1,1501.9
Hydraulic UGH,5,19,2,1485.0
Hydraulic UGH,5,19,3,1457.4
Hydraulic UGH,5,19,4,1436.2
Hydraulic UGH,5,19,5,1498.3
Hydraulic UGH,5,19,6,2319.1
Hydraulic UGH,5,19,7,3779.1
Hydraulic UGH,5,19,8,3999.3
Hydraulic UGH,5,19,9,2856.8
Hydraulic UGH,5,19,10,2052.7
Hydraulic UGH,5,19,11,1882.6
Hydraulic UGH,5,19,12,1337.7
Hydraulic UGH,5,19,13,1543.8
Hydraulic UGH,5,19,14,1475.2
Hydraulic UGH,5,19,15,1553.2
Hydraulic UGH,5,19,16,1627.2
Hydraulic UGH,5,19,17,1695.7
Hydraulic UGH,5,19,18,2148.6
Hydraulic UGH,5,19,19,3789.1
Hydraulic UGH,5,19,20,4275.2
Hydraulic UGH,5,19,21,4138.9
Hydraulic UGH,5,19,22,4389.7
Hydraulic UGH,5,19,23,2658.0
Hydraulic UGH,5,20,0,2136.6
Hydraulic UGH,5,20,1,1798.3
Hydraulic UGH,5,20,2,1673.8
Hydraulic UGH,5,20,3,1791.2
Hydraulic UGH,5,20,4,1778.4
Hydraulic UGH,5,20,5,2249.0
Hydraulic UGH,5,20,6,3205.9
Hydraulic UGH,5,20,7,4018.8
Hydraulic UGH,5,20,8,4575.0
Hydraulic UGH,5,20,9,3112.9
Hydraulic UGH,5,20,10,2399.0
Hydraulic UGH,5,20,11,2457.8
Hydraulic UGH,5,20,12,2284.6
Hydraulic UGH,5,20,13,2227.4
Hydraulic UGH,5,20,14,1723.9
Hydraulic UGH,5,20,15,1473.7
Hydraulic UGH,5,20,16,1354.3
Hydraulic UGH,5,20,17,1337.8
Hydraulic UGH,5,20,18,1783.6
Hydraulic UGH,5,20,19,2980.1
Hydraulic UGH,5,20,20,3745.0
Hydraulic UGH,5,20,21,4859.0
Hydraulic UGH,5,20,22,3640.4
Hydraulic UGH,5,20,23,3186.2
Hydraulic UGH,5,21,0,2765.0
Hydraulic UGH,5,21,1,2460.8
Hydraulic UGH,5,21,2,2349.8
Hydraulic UGH,5,21,3,2230.5
Hydraulic UGH,5,21,4,2021.1
Hydraulic UGH,5,21,5,2255.8
Hydraulic UGH,5,21,6,2818.1
Hydraulic UGH,5,21,7,3505.6
Hydraulic UGH,5,21,8,4413.9
Hydraulic UGH,5,21,9,3240.2
Hydraulic UGH,5,21,10,2485.5
Hydraulic UGH,5,21,11,2027.8
Hydraulic UGH,5,21,12,1396.4
Hydraulic UGH,5,21,13,1291.4
Hydraulic UGH,5,21,14,1238.6
Hydraulic UGH,5,21,15,1297.6
Hydraulic UGH,5,21,16,1224.2
Hydraulic UGH,5,21,17,1220.6
Hydraulic UGH,5,21,18,1572.9
Hydraulic UGH,5,21,19,1889.5
Hydraulic UGH,5,21,20,2284.1
Hydraulic UGH,5,21,21,3470.5
Hydraulic UGH,5,21,22,3329.0
Hydraulic UGH,5,21,23,1801.7
Hydraulic UGH,5,22,0,1842.7
Hydraulic UGH,5,22,1,1735.5
Hydraulic UGH,5,22,2,1471.3
Hydraulic UGH,5,22,3,1490.1
Hydraulic UGH,5,22,4,1502.7
Hydraulic UGH,5,22,5,1649.6
Hydraulic UGH,5,22,6,1796.7
Hydraulic UGH,5,22,7,1923.8
Hydraulic UGH,5,22,8,2214.2
Hydraulic UGH,5,22,9,2547.6
Hydraulic UGH,5,22,10,2156.1
Hydraulic UGH,5,22,11,2006.1
Hydraulic UGH,5,22,12,1511.5
Hydraulic UGH,5,22,13,1968.2
Hydraulic UGH,5,22,14,1887.5
Hydraulic UGH,5,22,15,1955.6
Hydraulic UGH,5,22,16,1478.6
Hydraulic UGH,5,22,17,2550.3
Hydraulic UGH,5,22,18,2778.4
Hydraulic UGH,5,22,19,2738.3
Hydraulic UGH,5,22,20,3722.6
Hydraulic UGH,5,22,21,3986.7
Hydraulic UGH,5,22,22,3915.1
Hydraulic UGH,5,22,23,3666.2
Hydraulic UGH,5,23,0,2340.8
Hydraulic UGH,5,23,1,1735.1
Hydraulic UGH,5,23,2,1589.7
Hydraulic UGH,5,23,3,1173.7
Hydraulic UGH,5,23,4,1178.2
Hydraulic UGH,5,23,5,1212.7
Hydraulic UGH,5,23,6,1375.3
Hydraulic UGH,5,23,7,1468.4
Hydraulic UGH,5,23,8,1569.9
Hydraulic UGH,5,23,9,1916.3
Hydraulic UGH,5,23,10,2255.2
Hydraulic UGH,5,23,11,2063.5
Hydraulic UGH,5,23,12,1680.8
Hydraulic UGH,5,23,13,1744.5
Hydraulic UGH,5,23,14,1237.3
Hydraulic UGH,5,23,15,1007.9
Hydraulic UGH,5,23,16,995.0
Hydraulic UGH,5,23,17,996.6
Hydraulic UGH,5,23,18,1100.1
Hydraulic UGH,5,23,19,1196.7
Hydraulic UGH,5,23,20,2245.3
Hydraulic UGH,5,23,21,3130.9
Hydraulic UGH,5,23,22,3212.1
Hydraulic UGH,5,23,23,2745.6
Hydraulic UGH,5,24,0,1423.7
Hydraulic UGH,5,24,1,1158.8
Hydraulic UGH,5,24,2,1116.4
Hydraulic UGH,5,24,3,1114.9
Hydraulic UGH,5,24,4,1193.4
Hydraulic UGH,5,24,5,1286.2
Hydraulic UGH,5,24,6,1605.9
Hydraulic UGH,5,24,7,2006.3
Hydraulic UGH,5,24,8,2895.6
Hydraulic UGH,5,24,9,2220.5
Hydraulic UGH,5,24,10,1608.3
Hydraulic UGH,5,24,11,1426.2
Hydraulic UGH,5,24,12,1749.8
Hydraulic UGH,5,24,13,1337.8
Hydraulic UGH,5,24,14,1230.8
Hydraulic UGH,5,24,15,1095.7
Hydraulic UGH,5,24,16,1130.7
Hydraulic UGH,5,24,17,1590.2
Hydraulic UGH,5,24,18,2050.4
Hydraulic UGH,5,24,19,1886.5
Hydraulic UGH,5,24,20,3375.9
Hydraulic UGH,5,24,21,3805.7
Hydraulic UGH,5,24,22,3349.2
Hydraulic UGH,5,24,23,2977.2
Hydraulic UGH,5,25,0,1945.3
Hydraulic UGH,5,25,1,1843.6
Hydraulic UGH,5,25,2,1743.3
Hydraulic UGH,5,25,3,1526.6
Hydraulic UGH,5,25,4,1537.0
Hydraulic UGH,5,25,5,1804.3
Hydraulic UGH,5,25,6,2703.1
Hydraulic UGH,5,25,7,3301.5
Hydraulic UGH,5,25,8,3799.0
Hydraulic UGH,5,25,9,3104.8
Hydraulic UGH,5,25,10,2276.5
Hydraulic UGH,5,25,11,2049.9
Hydraulic UGH,5,25,12,2047.8
Hydraulic UGH,5,25,13,1531.8
Hydraulic UGH,5,25,14,1303.6
Hydraulic UGH,5,25,15,1146.4
Hydraulic UGH,5,25,16,1113.2
Hydraulic UGH,5,25,17,1135.4
Hydraulic UGH,5,25,18,1550.5
Hydraulic UGH,5,25,19,2611.5
Hydraulic UGH,5,25,20,3720.8
Hydraulic UGH,5,25,21,4360.7
Hydraulic UGH,5,25,22,4028.0
Hydraulic UGH,5,25,23,2850.5
Hydraulic UGH,5,26,0,1863.0
Hydraulic UGH,5,26,1,1820.5
Hydraulic UGH,5,26,2,1544.8
Hydraulic UGH,5,26,3,1147.3
Hydraulic UGH,5,26,4,1797.9
Hydraulic UGH,5,26,5,2391.6
Hydraulic UGH,5,26,6,2992.6
Hydraulic UGH,5,26,7,3994.7
Hydraulic UGH,5,26,8,3918.5
Hydraulic UGH,5,26,9,3372.8
Hydraulic UGH,5,26,10,2842.4
Hydraulic UGH,5,26,11,2526.9
Hydraulic UGH,5,26,12,2391.3
Hydraulic UGH,5,26,13,2349.0
Hydraulic UGH,5,26,14,2198.7
Hydraulic UGH,5,26,15,1929.8
Hydraulic UGH,5,26,16,1825.7
Hydraulic UGH,5,26,17,2126.8
Hydraulic UGH,5,26,18,2570.3
Hydraulic UGH,5,26,19,3290.6
Hydraulic UGH,5,26,20,4162.1
Hydraulic UGH,5,26,21,4337.6
Hydraulic UGH,5,26,22,3995.9
Hydraulic UGH,5,26,23,3260.0
Hydraulic UGH,5,27,0,3109.1
Hydraulic UGH,5,27,1,2957.8
Hydraulic UGH,5,27,2,2857.3
Hydraulic UGH,5,27,3,2731.8
Hydraulic UGH,5,27,4,2759.0
Hydraulic UGH,5,27,5,2959.5
Hydraulic UGH,5,27,6,3492.5
Hydraulic UGH,5,27,7,4185.7
Hydraulic UGH,5,27,8,4197.9
Hydraulic UGH,5,27,9,4376.0
Hydraulic UGH,5,27,10,4516.0
Hydraulic UGH,5,27,11,4262.3
Hydraulic UGH,5,27,12,4392.4
Hydraulic UGH,5,27,13,4346.0
Hydraulic UGH,5,27,14,3605.1
Hydraulic UGH,5,27,15,3501.7
Hydraulic UGH,5,27,16,4223.4
Hydraulic UGH,5,27,17,4271.1
Hydraulic UGH,5,27,18,4135.7
Hydraulic UGH,5,27,19,4640.4
Hydraulic UGH,5,27,20,4577.9
Hydraulic UGH,5,27,21,4938.6
Hydraulic UGH,5,27,22,5046.6
Hydraulic UGH,5,27,23,4056.6
Hydraulic UGH,5,28,0,3204.7
Hydraulic UGH,5,28,1,2843.7
Hydraulic UGH,5,28,2,2581.7
Hydraulic UGH,5,28,3,2599.8
Hydraulic UGH,5,28,4,2640.6
Hydraulic UGH,5,28,5,2768.8
Hydraulic UGH,5,28,6,3466.3
Hydraulic UGH,5,28,7,4037.1
Hydraulic UGH,5,28,8,4410.4
Hydraulic UGH,5,28,9,4226.8
Hydraulic UGH,5,28,10,3572.7
Hydraulic UGH,5,28,11,3005.5
Hydraulic UGH,5,28,12,2827.5
Hydraulic UGH,5,28,13,2443.6
Hydraulic UGH,5,28,14,2312.1
Hydraulic UGH,5,28,15,2055.2
Hydraulic UGH,5,28,16,1674.4
Hydraulic UGH,5,28,17,2153.0
Hydraulic UGH,5,28,18,2239.8
Hydraulic UGH,5,28,19,3057.4
Hydraulic UGH,5,28,20,3782.5
Hydraulic UGH,5,28,21,4177.6
Hydraulic UGH,5,28,22,3715.6
Hydraulic UGH,5,28,23,2886.9
Hydraulic UGH,5,29,0,3319.5
Hydraulic UGH,5,29,1,3103.7
Hydraulic UGH,5,29,2,3060.8
Hydraulic UGH,5,29,3,3251.2
Hydraulic UGH,5,29,4,3320.0
Hydraulic UGH,5,29,5,3231.7
Hydraulic UGH,5,29,6,3419.0
Hydraulic UGH,5,29,7,3334.9
Hydraulic UGH,5,29,8,3313.1
Hydraulic UGH,5,29,9,2973.6
Hydraulic UGH,5,29,10,2595.5
Hydraulic UGH,5,29,11,2523.2
Hydraulic UGH,5,29,12,2306.5
Hydraulic UGH,5,29,13,2169.4
Hydraulic UGH,5,29,14,1954.5
Hydraulic UGH,5,29,15,1374.3
Hydraulic UGH,5,29,16,1310.2
Hydraulic UGH,5,29,17,1462.2
Hydraulic UGH,5,29,18,1445.9
Hydraulic UGH,5,29,19,1664.8
Hydraulic UGH,5,29,20,2448.4
Hydraulic UGH,5,29,21,2611.4
Hydraulic UGH,5,29,22,2512.0
Hydraulic UGH,5,29,23,2476.7
Hydraulic UGH,5,30,0,2934.0
Hydraulic UGH,5,30,1,1500.7
Hydraulic UGH,5,30,2,1270.2
Hydraulic UGH,5,30,3,1128.5
Hydraulic UGH,5,30,4,1043.6
Hydraulic UGH,5,30,5,1222.9
Hydraulic UGH,5,30,6,1238.2
Hydraulic UGH,5,30,7,1104.8
Hydraulic UGH,5,30,8,1109.8
Hydraulic UGH,5,30,9,1133.5
Hydraulic UGH,5,30,10,1319.4
Hydraulic UGH,5,30,11,1201.4
Hydraulic UGH,5,30,12,1305.1
Hydraulic UGH,5,30,13,1608.9
Hydraulic UGH,5,30,14,1443.0
Hydraulic UGH,5,30,15,2570.3
Hydraulic UGH,5,30,16,2906.3
Hydraulic UGH,5,30,17,2562.0
Hydraulic UGH,5,30,18,2917.5
Hydraulic UGH,5,30,19,2794.3
Hydraulic UGH,5,30,20,3273.0
Hydraulic UGH,5,30,21,3178.2
Hydraulic UGH,5,30,22,3738.0
Hydraulic UGH,5,30,23,3305.5
Hydraulic UGH,5,31,0,2608.4
Hydraulic UGH,5,31,1,2117.1
Hydraulic UGH,5,31,2,2006.2
Hydraulic UGH,5,31,3,1677.9
Hydraulic UGH,5,31,4,2008.3
Hydraulic UGH,5,31,5,2057.3
Hydraulic UGH,5,31,6,2702.4
Hydraulic UGH,5,31,7,3210.0
Hydraulic UGH,5,31,8,3976.7
Hydraulic UGH,5,31,9,3901.9
Hydraulic UGH,5,31,10,3547.4
Hydraulic UGH,5,31,11,3079.3
Hydraulic UGH,5,31,12,2702.1
Hydraulic UGH,5,31,13,2609.3
Hydraulic UGH,5,31,14,2196.1
Hydraulic UGH,5,31,15,1928.2
Hydraulic UGH,5,31,16,2247.1
Hydraulic UGH,5,31,17,2378.8
Hydraulic UGH,5,31,18,2293.5
Hydraulic UGH,5,31,19,2854.8
Hydraulic UGH,5,31,20,3391.6
Hydraulic UGH,5,31,21,3670.3
Hydraulic UGH,5,31,22,3557.4
Hydraulic UGH,5,31,23,3003.8
Hydraulic UGH,6,1,0,2795.9
Hydraulic UGH,6,1,1,2681.3
Hydraulic UGH,6,1,2,2350.9
Hydraulic UGH,6,1,3,2434.1
Hydraulic UGH,6,1,4,2437.1
Hydraulic UGH,6,1,5,2635.8
Hydraulic UGH,6,1,6,3172.1
Hydraulic UGH,6,1,7,3699.2
Hydraulic UGH,6,1,8,3768.9
Hydraulic UGH,6,1,9,3941.1
Hydraulic UGH,6,1,10,3838.3
Hydraulic UGH,6,1,11,3420.8
Hydraulic UGH,6,1,12,2944.0
Hydraulic UGH,6,1,13,2341.3
Hydraulic UGH,6,1,14,1974.8
Hydraulic UGH,6,1,15,1451.8
Hydraulic UGH,6,1,16,1616.9
Hydraulic UGH,6,1,17,1957.8
Hydraulic UGH,6,1,18,1883.4
Hydraulic UGH,6,1,19,1971.0
Hydraulic UGH,6,1,20,3148.7
Hydraulic UGH,6,1,21,4043.4
Hydraulic UGH,6,1,22,3975.0
Hydraulic UGH,6,1,23,3656.4
Hydraulic UGH,6,2,0,2894.8
Hydraulic UGH,6,2,1,2418.9
Hydraulic UGH,6,2,2,2259.9
Hydraulic UGH,6,2,3,2189.4
Hydraulic UGH,6,2,4,2119.3
Hydraulic UGH,6,2,5,2384.0
Hydraulic UGH,6,2,6,3636.0
Hydraulic UGH,6,2,7,4286.8
Hydraulic UGH,6,2,8,4247.6
Hydraulic UGH,6,2,9,3308.6
Hydraulic UGH,6,2,10,2164.0
Hydraulic UGH,6,2,11,1861.1
Hydraulic UGH,6,2,12,1824.9
Hydraulic UGH,6,2,13,1912.1
Hydraulic UGH,6,2,14,1432.1
Hydraulic UGH,6,2,15,1345.8
Hydraulic UGH,6,2,16,1184.8
Hydraulic UGH,6,2,17,1351.2
Hydraulic UGH,6,2,18,1591.7
Hydraulic UGH,6,2,19,1698.4
Hydraulic UGH,6,2,20,2646.4
Hydraulic UGH,6,2,21,3771.5
Hydraulic UGH,6,2,22,3228.9
Hydraulic UGH,6,2,23,2152.8
Hydraulic UGH,6,3,0,1790.1
Hydraulic UGH,6,3,1,1452.2
Hydraulic UGH,6,3,2,1439.2
Hydraulic UGH,6,3,3,1369.0
Hydraulic UGH,6,3,4,1250.5
Hydraulic UGH,6,3,5,1582.6
Hydraulic UGH,6,3,6,2293.5
Hydraulic UGH,6,3,7,3109.7
Hydraulic UGH,6,3,8,3336.8
Hydraulic UGH,6,3,9,2322.9
Hydraulic UGH,6,3,10,1633.7
Hydraulic UGH,6,3,11,1460.7
Hydraulic UGH,6,3,12,1410.1
Hydraulic UGH,6,3,13,1381.7
Hydraulic UGH,6,3,14,1311.0
Hydraulic UGH,6,3,15,1310.2
Hydraulic UGH,6,3,16,1302.2
Hydraulic UGH,6,3,17,1264.4
Hydraulic UGH,6,3,18,1272.2
Hydraulic UGH,6,3,19,1612.3
Hydraulic UGH,6,3,20,1762.2
Hydraulic UGH,6,3,21,1997.4
Hydraulic UGH,6,3,22,2308.2
Hydraulic UGH,6,3,23,1720.5
Hydraulic UGH,6,4,0,1374.5
Hydraulic UGH,6,4,1,1303.3
Hydraulic UGH,6,4,2,1226.5
Hydraulic UGH,6,4,3,1186.0
Hydraulic UGH,6,4,4,1255.2
Hydraulic UGH,6,4,5,1511.0
Hydraulic UGH,6,4,6,2368.1
Hydraulic UGH,6,4,7,3755.6
Hydraulic UGH,6,4,8,4252.8
Hydraulic UGH,6,4,9,3707.7
Hydraulic UGH,6,4,10,2644.4
Hydraulic UGH,6,4,11,2325.5
Hydraulic UGH,6,4,12,2194.8
Hydraulic UGH,6,4,13,1900.4
Hydraulic UGH,6,4,14,1512.7
Hydraulic UGH,6,4,15,1355.0
Hydraulic UGH,6,4,16,1345.7
Hydraulic UGH,6,4,17,1497.1
Hydraulic UGH,6,4,18,1756.8
Hydraulic UGH,6,4,19,2063.4
Hydraulic UGH,6,4,20,2284.9
Hydraulic UGH,6,4,21,2786.0
Hydraulic UGH,6,4,22,2883.5
Hydraulic UGH,6,4,23,1788.2
Hydraulic UGH,6,5,0,1994.4
Hydraulic UGH,6,5,1,1407.0
Hydraulic UGH,6,5,2,1192.4
Hydraulic UGH,6,5,3,1173.1
Hydraulic UGH,6,5,4,1135.0
Hydraulic UGH,6,5,5,1123.0
Hydraulic UGH,6,5,6,1357.4
Hydraulic UGH,6,5,7,1548.1
Hydraulic UGH,6,5,8,1550.3
Hydraulic UGH,6,5,9,1868.2
Hydraulic UGH,6,5,10,2236.9
Hydraulic UGH,6,5,11,2517.2
Hydraulic UGH,6,5,12,2358.8
Hydraulic UGH,6,5,13,2165.7
Hydraulic UGH,6,5,14,1909.5
Hydraulic UGH,6,5,15,1556.5
Hydraulic UGH,6,5,16,1244.0
Hydraulic UGH,6,5,17,1336.9
Hydraulic UGH,6,5,18,1975.7
Hydraulic UGH,6,5,19,2468.8
Hydraulic UGH,6,5,20,2890.0
Hydraulic UGH,6,5,21,3233.9
Hydraulic UGH,6,5,22,3164.8
Hydraulic UGH,6,5,23,2561.4
Hydraulic UGH,6,6,0,2252.1
Hydraulic UGH,6,6,1,1692.0
Hydraulic UGH,6,6,2,1426.7
Hydraulic UGH,6,6,3,1372.9
Hydraulic UGH,6,6,4,1401.0
Hydraulic UGH,6,6,5,1367.8
Hydraulic UGH,6,6,6,1390.4
Hydraulic UGH,6,6,7,1368.8
Hydraulic UGH,6,6,8,1349.9
Hydraulic UGH,6,6,9,1318.8
Hydraulic UGH,6,6,10,1234.7
Hydraulic UGH,6,6,11,1329.0
Hydraulic UGH,6,6,12,1310.2
Hydraulic UGH,6,6,13,1288.3
Hydraulic UGH,6,6,14,1243.5
Hydraulic UGH,6,6,15,1120.3
Hydraulic UGH,6,6,16,1045.9
Hydraulic UGH,6,6,17,1109.1
Hydraulic UGH,6,6,18,1285.2
Hydraulic UGH,6,6,19,1661.3
Hydraulic UGH,6,6,20,2138.9
Hydraulic UGH,6,6,21,2779.2
Hydraulic UGH,6,6,22,2693.8
Hydraulic UGH,6,6,23,2561.7
Hydraulic UGH,6,7,0,1315.1
Hydraulic UGH,6,7,1,1096.6
Hydraulic UGH,6,7,2,1012.3
Hydraulic UGH,6,7,3,925.2
Hydraulic UGH,6,7,4,911.6
Hydraulic UGH,6,7,5,1087.9
Hydraulic UGH,6,7,6,1719.1
Hydraulic UGH,6,7,7,1936.8
Hydraulic UGH,6,7,8,3412.9
Hydraulic UGH,6,7,9,2264.9
Hydraulic UGH,6,7,10,1665.2
Hydraulic UGH,6,7,11,1446.7
Hydraulic UGH,6,7,12,1376.9
Hydraulic UGH,6,7,13,1324.6
Hydraulic UGH,6,7,14,1227.0
Hydraulic UGH,6,7,15,1177.9
Hydraulic UGH,6,7,16,1163.1
Hydraulic UGH,6,7,17,1287.7
Hydraulic UGH,6,7,18,2020.1
Hydraulic UGH,6,7,19,2921.1
Hydraulic UGH,6,7,20,3469.0
Hydraulic UGH,6,7,21,3020.2
Hydraulic UGH,6,7,22,2929.4
Hydraulic UGH,6,7,23,2342.2
Hydraulic UGH,6,8,0,1603.1
Hydraulic UGH,6,8,1,1105.6
Hydraulic UGH,6,8,2,1070.9
Hydraulic UGH,6,8,3,1077.5
Hydraulic UGH,6,8,4,1273.1
Hydraulic UGH,6,8,5,1686.7
Hydraulic UGH,6,8,6,2179.7
Hydraulic UGH,6,8,7,3465.3
Hydraulic UGH,6,8,8,3787.9
Hydraulic UGH,6,8,9,2335.0
Hydraulic UGH,6,8,10,1685.9
Hydraulic UGH,6,8,11,1817.8
Hydraulic UGH,6,8,12,1746.3
Hydraulic UGH,6,8,13,1895.2
Hydraulic UGH,6,8,14,1680.0
Hydraulic UGH,6,8,15,1640.3
Hydraulic UGH,6,8,16,1594.2
Hydraulic UGH,6,8,17,1619.3
Hydraulic UGH,6,8,18,2125.0
Hydraulic UGH,6,8,19,2644.9
Hydraulic UGH,6,8,20,3240.3
Hydraulic UGH,6,8,21,3331.8
Hydraulic UGH,6,8,22,2783.8
Hydraulic UGH,6,8,23,1793.4
Hydraulic UGH,6,9,0,1475.1
Hydraulic UGH,6,9,1,1220.1
Hydraulic UGH,6,9,2,1136.5
Hydraulic UGH,6,9,3,1188.4
Hydraulic UGH,6,9,4,1172.5
Hydraulic UGH,6,9,5,1237.1
Hydraulic UGH,6,9,6,2297.0
Hydraulic UGH,6,9,7,2965.0
Hydraulic UGH,6,9,8,3648.4
Hydraulic UGH,6,9,9,2499.5
Hydraulic UGH,6,9,10,2416.6
Hydraulic UGH,6,9,11,2393.5
Hydraulic UGH,6,9,12,2411.8
Hydraulic UGH,6,9,13,2353.3
Hydraulic UGH,6,9,14,2399.8
Hydraulic UGH,6,9,15,2635.5
Hydraulic UGH,6,9,16,2195.6
Hydraulic UGH,6,9,17,2119.6
Hydraulic UGH,6,9,18,2658.1
Hydraulic UGH,6,9,19,3135.7
Hydraulic UGH,6,9,20,3153.4
Hydraulic UGH,6,9,21,2976.5
Hydraulic UGH,6,9,22,2681.0
Hydraulic UGH,6,9,23,1841.0
Hydraulic UGH,6,10,0,1526.2
Hydraulic UGH,6,10,1,1497.2
Hydraulic UGH,6,10,2,1674.7
Hydraulic UGH,6,10,3,2169.6
Hydraulic UGH,6,10,4,2299.3
Hydraulic UGH,6,10,5,2502.4
Hydraulic UGH,6,10,6,2890.7
Hydraulic UGH,6,10,7,4015.4
Hydraulic UGH,6,10,8,4173.2
Hydraulic UGH,6,10,9,2882.4
Hydraulic UGH,6,10,10,2568.6
Hydraulic UGH,6,10,11,2801.2
Hydraulic UGH,6,10,12,2998.5
Hydraulic UGH,6,10,13,3255.9
Hydraulic UGH,6,10,14,2827.2
Hydraulic UGH,6,10,15,2089.0
Hydraulic UGH,6,10,16,1803.3
Hydraulic UGH,6,10,17,2099.1
Hydraulic UGH,6,10,18,2718.6
Hydraulic UGH,6,10,19,3864.8
Hydraulic UGH,6,10,20,4232.5
Hydraulic UGH,6,10,21,4018.9
Hydraulic UGH,6,10,22,4030.9
Hydraulic UGH,6,10,23,2654.9
Hydraulic UGH,6,11,0,2295.2
Hydraulic UGH,6,11,1,2024.9
Hydraulic UGH,6,11,2,1700.0
Hydraulic UGH,6,11,3,1264.7
Hydraulic UGH,6,11,4,1168.6
