technology,month,day,hour,generation_mwh
Photovoltaic Thermal,9,11,15,1563.7
Photovoltaic Thermal,9,11,16,1678.4
Photovoltaic Thermal,9,11,17,1691.9
Photovoltaic Thermal,9,11,18,1621.0
Photovoltaic Thermal,9,11,19,1260.5
Photovoltaic Thermal,9,11,20,730.9
Photovoltaic Thermal,9,11,21,536.2
Photovoltaic Thermal,9,11,22,401.1
Photovoltaic Thermal,9,11,23,331.3
Photovoltaic Thermal,9,12,0,163.0
Photovoltaic Thermal,9,12,1,52.0
Photovoltaic Thermal,9,12,2,20.0
Photovoltaic Thermal,9,12,3,26.0
Photovoltaic Thermal,9,12,4,26.0
Photovoltaic Thermal,9,12,5,26.0
Photovoltaic Thermal,9,12,6,26.0
Photovoltaic Thermal,9,12,7,26.0
Photovoltaic Thermal,9,12,8,33.0
Photovoltaic Thermal,9,12,9,143.8
Photovoltaic Thermal,9,12,10,1101.7
Photovoltaic Thermal,9,12,11,1754.6
Photovoltaic Thermal,9,12,12,1882.0
Photovoltaic Thermal,9,12,13,1942.7
Photovoltaic Thermal,9,12,14,1907.7
Photovoltaic Thermal,9,12,15,1894.4
Photovoltaic Thermal,9,12,16,1886.5
Photovoltaic Thermal,9,12,17,1882.1
Photovoltaic Thermal,9,12,18,1776.4
Photovoltaic Thermal,9,12,19,1314.8
Photovoltaic Thermal,9,12,20,815.5
Photovoltaic Thermal,9,12,21,570.5
Photovoltaic Thermal,9,12,22,502.2
Photovoltaic Thermal,9,12,23,389.0
Photovoltaic Thermal,9,13,0,48.0
Photovoltaic Thermal,9,13,1,20.0
Photovoltaic Thermal,9,13,2,10.0
Photovoltaic Thermal,9,13,3,10.0
Photovoltaic Thermal,9,13,4,10.0
Photovoltaic Thermal,9,13,5,10.0
Photovoltaic Thermal,9,13,6,10.0
Photovoltaic Thermal,9,13,7,10.0
Photovoltaic Thermal,9,13,8,10.0
Photovoltaic Thermal,9,13,9,10.0
Photovoltaic Thermal,9,13,10,13.5
Photovoltaic Thermal,9,13,11,38.3
Photovoltaic Thermal,9,13,12,31.2
Photovoltaic Thermal,9,13,13,26.0
Photovoltaic Thermal,9,13,14,27.8
Photovoltaic Thermal,9,13,15,38.3
Photovoltaic Thermal,9,13,16,56.5
Photovoltaic Thermal,9,13,17,59.6
Photovoltaic Thermal,9,13,18,62.6
Photovoltaic Thermal,9,13,19,25.6
Photovoltaic Thermal,9,13,20,10.0
Photovoltaic Thermal,9,13,21,10.0
Photovoltaic Thermal,9,13,22,10.0
Photovoltaic Thermal,9,13,23,10.0
Photovoltaic Thermal,9,14,0,9.9
Photovoltaic Thermal,9,14,1,10.0
Photovoltaic Thermal,9,14,2,10.0
Photovoltaic Thermal,9,14,3,10.0
Photovoltaic Thermal,9,14,4,10.0
Photovoltaic Thermal,9,14,5,10.0
Photovoltaic Thermal,9,14,6,10.0
Photovoltaic Thermal,9,14,7,10.0
Photovoltaic Thermal,9,14,8,10.6
Photovoltaic Thermal,9,14,9,12.2
Photovoltaic Thermal,9,14,10,15.3
Photovoltaic Thermal,9,14,11,15.0
Photovoltaic Thermal,9,14,12,10.4
Photovoltaic Thermal,9,14,13,10.4
Photovoltaic Thermal,9,14,14,10.4
Photovoltaic Thermal,9,14,15,10.3
Photovoltaic Thermal,9,14,16,10.7
Photovoltaic Thermal,9,14,17,11.2
Photovoltaic Thermal,9,14,18,14.2
Photovoltaic Thermal,9,14,19,10.9
Photovoltaic Thermal,9,14,20,10.1
Photovoltaic Thermal,9,14,21,10.0
Photovoltaic Thermal,9,14,22,10.0
Photovoltaic Thermal,9,14,23,10.0
Photovoltaic Thermal,9,15,0,10.1
Photovoltaic Thermal,9,15,1,10.1
Photovoltaic Thermal,9,15,2,10.1
Photovoltaic Thermal,9,15,3,10.1
Photovoltaic Thermal,9,15,4,10.1
Photovoltaic Thermal,9,15,5,10.1
Photovoltaic Thermal,9,15,6,10.1
Photovoltaic Thermal,9,15,7,10.1
Photovoltaic Thermal,9,15,8,10.1
Photovoltaic Thermal,9,15,9,20.1
Photovoltaic Thermal,9,15,10,137.6
Photovoltaic Thermal,9,15,11,191.6
Photovoltaic Thermal,9,15,12,265.9
Photovoltaic Thermal,9,15,13,465.4
Photovoltaic Thermal,9,15,14,679.4
Photovoltaic Thermal,9,15,15,734.6
Photovoltaic Thermal,9,15,16,806.4
Photovoltaic Thermal,9,15,17,830.5
Photovoltaic Thermal,9,15,18,785.5
Photovoltaic Thermal,9,15,19,592.5
Photovoltaic Thermal,9,15,20,152.4
Photovoltaic Thermal,9,15,21,81.5
Photovoltaic Thermal,9,15,22,40.0
Photovoltaic Thermal,9,15,23,20.0
Photovoltaic Thermal,9,16,0,10.2
Photovoltaic Thermal,9,16,1,7.3
Photovoltaic Thermal,9,16,2,7.2
Photovoltaic Thermal,9,16,3,6.6
Photovoltaic Thermal,9,16,4,4.2
Photovoltaic Thermal,9,16,5,6.2
Photovoltaic Thermal,9,16,6,10.2
Photovoltaic Thermal,9,16,7,7.8
Photovoltaic Thermal,9,16,8,10.4
Photovoltaic Thermal,9,16,9,57.9
Photovoltaic Thermal,9,16,10,794.1
Photovoltaic Thermal,9,16,11,1262.7
Photovoltaic Thermal,9,16,12,1676.2
Photovoltaic Thermal,9,16,13,1599.7
Photovoltaic Thermal,9,16,14,1678.6
Photovoltaic Thermal,9,16,15,1676.6
Photovoltaic Thermal,9,16,16,1679.7
Photovoltaic Thermal,9,16,17,1671.0
Photovoltaic Thermal,9,16,18,1622.8
Photovoltaic Thermal,9,16,19,1192.8
Photovoltaic Thermal,9,16,20,671.6
Photovoltaic Thermal,9,16,21,479.8
Photovoltaic Thermal,9,16,22,458.6
Photovoltaic Thermal,9,16,23,401.2
Photovoltaic Thermal,9,17,0,258.0
Photovoltaic Thermal,9,17,1,208.0
Photovoltaic Thermal,9,17,2,230.0
Photovoltaic Thermal,9,17,3,77.0
Photovoltaic Thermal,9,17,4,28.0
Photovoltaic Thermal,9,17,5,28.0
Photovoltaic Thermal,9,17,6,28.0
Photovoltaic Thermal,9,17,7,40.0
Photovoltaic Thermal,9,17,8,43.9
Photovoltaic Thermal,9,17,9,140.6
Photovoltaic Thermal,9,17,10,1071.0
Photovoltaic Thermal,9,17,11,1851.1
Photovoltaic Thermal,9,17,12,1958.9
Photovoltaic Thermal,9,17,13,1926.8
Photovoltaic Thermal,9,17,14,1906.8
Photovoltaic Thermal,9,17,15,1865.2
Photovoltaic Thermal,9,17,16,1821.8
Photovoltaic Thermal,9,17,17,1764.5
Photovoltaic Thermal,9,17,18,1697.9
Photovoltaic Thermal,9,17,19,1258.6
Photovoltaic Thermal,9,17,20,682.3
Photovoltaic Thermal,9,17,21,526.8
Photovoltaic Thermal,9,17,22,470.6
Photovoltaic Thermal,9,17,23,457.0
Photovoltaic Thermal,9,18,0,406.6
Photovoltaic Thermal,9,18,1,240.0
Photovoltaic Thermal,9,18,2,149.0
Photovoltaic Thermal,9,18,3,49.0
Photovoltaic Thermal,9,18,4,27.0
Photovoltaic Thermal,9,18,5,27.0
Photovoltaic Thermal,9,18,6,29.0
Photovoltaic Thermal,9,18,7,34.1
Photovoltaic Thermal,9,18,8,46.7
Photovoltaic Thermal,9,18,9,156.5
Photovoltaic Thermal,9,18,10,1198.0
Photovoltaic Thermal,9,18,11,1893.8
Photovoltaic Thermal,9,18,12,1961.2
Photovoltaic Thermal,9,18,13,1939.5
Photovoltaic Thermal,9,18,14,1994.1
Photovoltaic Thermal,9,18,15,2014.3
Photovoltaic Thermal,9,18,16,2007.6
Photovoltaic Thermal,9,18,17,1976.9
Photovoltaic Thermal,9,18,18,1918.5
Photovoltaic Thermal,9,18,19,1391.9
Photovoltaic Thermal,9,18,20,759.0
Photovoltaic Thermal,9,18,21,599.7
Photovoltaic Thermal,9,18,22,587.8
Photovoltaic Thermal,9,18,23,583.0
Photovoltaic Thermal,9,19,0,551.7
Photovoltaic Thermal,9,19,1,439.5
Photovoltaic Thermal,9,19,2,281.5
Photovoltaic Thermal,9,19,3,199.0
Photovoltaic Thermal,9,19,4,128.0
Photovoltaic Thermal,9,19,5,53.0
Photovoltaic Thermal,9,19,6,38.0
Photovoltaic Thermal,9,19,7,30.2
Photovoltaic Thermal,9,19,8,33.0
Photovoltaic Thermal,9,19,9,145.0
Photovoltaic Thermal,9,19,10,1235.9
Photovoltaic Thermal,9,19,11,2011.6
Photovoltaic Thermal,9,19,12,2049.4
Photovoltaic Thermal,9,19,13,2049.1
Photovoltaic Thermal,9,19,14,2061.9
Photovoltaic Thermal,9,19,15,2064.3
Photovoltaic Thermal,9,19,16,2048.4
Photovoltaic Thermal,9,19,17,2041.2
Photovoltaic Thermal,9,19,18,1996.1
Photovoltaic Thermal,9,19,19,1456.1
Photovoltaic Thermal,9,19,20,795.9
Photovoltaic Thermal,9,19,21,603.0
Photovoltaic Thermal,9,19,22,593.6
Photovoltaic Thermal,9,19,23,565.6
Photovoltaic Thermal,9,20,0,538.1
Photovoltaic Thermal,9,20,1,510.2
Photovoltaic Thermal,9,20,2,349.3
Photovoltaic Thermal,9,20,3,174.5
Photovoltaic Thermal,9,20,4,82.5
Photovoltaic Thermal,9,20,5,58.0
Photovoltaic Thermal,9,20,6,38.0
Photovoltaic Thermal,9,20,7,38.0
Photovoltaic Thermal,9,20,8,47.5
Photovoltaic Thermal,9,20,9,159.4
Photovoltaic Thermal,9,20,10,1244.8
Photovoltaic Thermal,9,20,11,2026.7
Photovoltaic Thermal,9,20,12,2108.3
Photovoltaic Thermal,9,20,13,2118.8
Photovoltaic Thermal,9,20,14,2110.2
Photovoltaic Thermal,9,20,15,2127.1
Photovoltaic Thermal,9,20,16,2135.5
Photovoltaic Thermal,9,20,17,2117.3
Photovoltaic Thermal,9,20,18,2008.5
Photovoltaic Thermal,9,20,19,1426.9
Photovoltaic Thermal,9,20,20,786.1
Photovoltaic Thermal,9,20,21,625.7
Photovoltaic Thermal,9,20,22,619.5
Photovoltaic Thermal,9,20,23,617.1
Photovoltaic Thermal,9,21,0,527.6
Photovoltaic Thermal,9,21,1,447.5
Photovoltaic Thermal,9,21,2,283.4
Photovoltaic Thermal,9,21,3,145.5
Photovoltaic Thermal,9,21,4,71.0
Photovoltaic Thermal,9,21,5,36.0
Photovoltaic Thermal,9,21,6,36.0
Photovoltaic Thermal,9,21,7,42.0
Photovoltaic Thermal,9,21,8,44.1
Photovoltaic Thermal,9,21,9,172.2
Photovoltaic Thermal,9,21,10,1258.3
Photovoltaic Thermal,9,21,11,1846.6
Photovoltaic Thermal,9,21,12,1976.8
Photovoltaic Thermal,9,21,13,1949.2
Photovoltaic Thermal,9,21,14,1924.3
Photovoltaic Thermal,9,21,15,1917.7
Photovoltaic Thermal,9,21,16,1913.3
Photovoltaic Thermal,9,21,17,1852.0
Photovoltaic Thermal,9,21,18,1693.6
Photovoltaic Thermal,9,21,19,1174.9
Photovoltaic Thermal,9,21,20,583.0
Photovoltaic Thermal,9,21,21,430.6
Photovoltaic Thermal,9,21,22,370.3
Photovoltaic Thermal,9,21,23,376.0
Photovoltaic Thermal,9,22,0,368.9
Photovoltaic Thermal,9,22,1,318.2
Photovoltaic Thermal,9,22,2,229.9
Photovoltaic Thermal,9,22,3,177.2
Photovoltaic Thermal,9,22,4,40.2
Photovoltaic Thermal,9,22,5,10.2
Photovoltaic Thermal,9,22,6,0.2
Photovoltaic Thermal,9,22,7,16.1
Photovoltaic Thermal,9,22,8,16.0
Photovoltaic Thermal,9,22,9,66.0
Photovoltaic Thermal,9,22,10,610.7
Photovoltaic Thermal,9,22,11,1107.9
Photovoltaic Thermal,9,22,12,1235.3
Photovoltaic Thermal,9,22,13,1277.3
Photovoltaic Thermal,9,22,14,1211.9
Photovoltaic Thermal,9,22,15,1127.5
Photovoltaic Thermal,9,22,16,1070.2
Photovoltaic Thermal,9,22,17,964.4
Photovoltaic Thermal,9,22,18,900.7
Photovoltaic Thermal,9,22,19,635.9
Photovoltaic Thermal,9,22,20,389.8
Photovoltaic Thermal,9,22,21,220.4
Photovoltaic Thermal,9,22,22,176.1
Photovoltaic Thermal,9,22,23,139.3
Photovoltaic Thermal,9,23,0,97.1
Photovoltaic Thermal,9,23,1,6.1
Photovoltaic Thermal,9,23,2,0.1
Photovoltaic Thermal,9,23,3,0.2
Photovoltaic Thermal,9,23,4,0.1
Photovoltaic Thermal,9,23,5,0.1
Photovoltaic Thermal,9,23,6,0.1
Photovoltaic Thermal,9,23,7,
Photovoltaic Thermal,9,23,8,
Photovoltaic Thermal,9,23,9,22.5
Photovoltaic Thermal,9,23,10,216.2
Photovoltaic Thermal,9,23,11,341.5
Photovoltaic Thermal,9,23,12,403.1
Photovoltaic Thermal,9,23,13,447.8
Photovoltaic Thermal,9,23,14,421.6
Photovoltaic Thermal,9,23,15,422.0
Photovoltaic Thermal,9,23,16,431.2
Photovoltaic Thermal,9,23,17,356.2
Photovoltaic Thermal,9,23,18,318.7
Photovoltaic Thermal,9,23,19,118.6
Photovoltaic Thermal,9,23,20,101.3
Photovoltaic Thermal,9,23,21,73.0
Photovoltaic Thermal,9,23,22,52.0
Photovoltaic Thermal,9,23,23,5.0
Photovoltaic Thermal,9,24,0,6.2
Photovoltaic Thermal,9,24,1,10.2
Photovoltaic Thermal,9,24,2,10.2
Photovoltaic Thermal,9,24,3,10.2
Photovoltaic Thermal,9,24,4,10.1
Photovoltaic Thermal,9,24,5,10.1
Photovoltaic Thermal,9,24,6,10.1
Photovoltaic Thermal,9,24,7,10.0
Photovoltaic Thermal,9,24,8,10.0
Photovoltaic Thermal,9,24,9,10.0
Photovoltaic Thermal,9,24,10,102.1
Photovoltaic Thermal,9,24,11,246.3
Photovoltaic Thermal,9,24,12,348.8
Photovoltaic Thermal,9,24,13,295.0
Photovoltaic Thermal,9,24,14,255.0
Photovoltaic Thermal,9,24,15,227.0
Photovoltaic Thermal,9,24,16,278.2
Photovoltaic Thermal,9,24,17,236.4
Photovoltaic Thermal,9,24,18,214.0
Photovoltaic Thermal,9,24,19,220.1
Photovoltaic Thermal,9,24,20,115.0
Photovoltaic Thermal,9,24,21,107.0
Photovoltaic Thermal,9,24,22,68.0
Photovoltaic Thermal,9,24,23,27.0
Photovoltaic Thermal,9,25,0,25.0
Photovoltaic Thermal,9,25,1,
Photovoltaic Thermal,9,25,2,0.1
Photovoltaic Thermal,9,25,3,0.1
Photovoltaic Thermal,9,25,4,0.1
Photovoltaic Thermal,9,25,5,0.1
Photovoltaic Thermal,9,25,6,
Photovoltaic Thermal,9,25,7,
Photovoltaic Thermal,9,25,8,
Photovoltaic Thermal,9,25,9,10.0
Photovoltaic Thermal,9,25,10,160.3
Photovoltaic Thermal,9,25,11,430.4
Photovoltaic Thermal,9,25,12,700.9
Photovoltaic Thermal,9,25,13,781.5
Photovoltaic Thermal,9,25,14,829.1
Photovoltaic Thermal,9,25,15,944.1
Photovoltaic Thermal,9,25,16,1008.7
Photovoltaic Thermal,9,25,17,990.2
Photovoltaic Thermal,9,25,18,782.7
Photovoltaic Thermal,9,25,19,534.6
Photovoltaic Thermal,9,25,20,217.5
Photovoltaic Thermal,9,25,21,166.2
Photovoltaic Thermal,9,25,22,126.0
Photovoltaic Thermal,9,25,23,58.0
Photovoltaic Thermal,9,26,0,10.0
Photovoltaic Thermal,9,26,1,10.0
Photovoltaic Thermal,9,26,2,10.0
Photovoltaic Thermal,9,26,3,10.0
Photovoltaic Thermal,9,26,4,10.0
Photovoltaic Thermal,9,26,5,10.0
Photovoltaic Thermal,9,26,6,10.0
Photovoltaic Thermal,9,26,7,10.0
Photovoltaic Thermal,9,26,8,16.0
Photovoltaic Thermal,9,26,9,102.4
Photovoltaic Thermal,9,26,10,524.8
Photovoltaic Thermal,9,26,11,1158.1
Photovoltaic Thermal,9,26,12,1582.3
Photovoltaic Thermal,9,26,13,1590.4
Photovoltaic Thermal,9,26,14,1666.5
Photovoltaic Thermal,9,26,15,1738.1
Photovoltaic Thermal,9,26,16,1806.5
Photovoltaic Thermal,9,26,17,1774.8
Photovoltaic Thermal,9,26,18,1488.4
Photovoltaic Thermal,9,26,19,983.5
Photovoltaic Thermal,9,26,20,582.5
Photovoltaic Thermal,9,26,21,465.5
Photovoltaic Thermal,9,26,22,441.7
Photovoltaic Thermal,9,26,23,374.6
Photovoltaic Thermal,9,27,0,219.1
Photovoltaic Thermal,9,27,1,97.0
Photovoltaic Thermal,9,27,2,35.0
Photovoltaic Thermal,9,27,3,20.0
Photovoltaic Thermal,9,27,4,20.0
Photovoltaic Thermal,9,27,5,20.0
Photovoltaic Thermal,9,27,6,20.0
Photovoltaic Thermal,9,27,7,20.8
Photovoltaic Thermal,9,27,8,20.6
Photovoltaic Thermal,9,27,9,86.4
Photovoltaic Thermal,9,27,10,559.0
Photovoltaic Thermal,9,27,11,1185.8
Photovoltaic Thermal,9,27,12,1514.8
Photovoltaic Thermal,9,27,13,1489.2
Photovoltaic Thermal,9,27,14,1522.8
Photovoltaic Thermal,9,27,15,1574.9
Photovoltaic Thermal,9,27,16,1589.5
Photovoltaic Thermal,9,27,17,1579.4
Photovoltaic Thermal,9,27,18,1317.8
Photovoltaic Thermal,9,27,19,912.8
Photovoltaic Thermal,9,27,20,580.5
Photovoltaic Thermal,9,27,21,528.3
Photovoltaic Thermal,9,27,22,528.2
Photovoltaic Thermal,9,27,23,461.7
Photovoltaic Thermal,9,28,0,416.0
Photovoltaic Thermal,9,28,1,253.0
Photovoltaic Thermal,9,28,2,72.0
Photovoltaic Thermal,9,28,3,40.0
Photovoltaic Thermal,9,28,4,40.0
Photovoltaic Thermal,9,28,5,40.0
Photovoltaic Thermal,9,28,6,40.0
Photovoltaic Thermal,9,28,7,40.0
Photovoltaic Thermal,9,28,8,40.0
Photovoltaic Thermal,9,28,9,79.1
Photovoltaic Thermal,9,28,10,429.5
Photovoltaic Thermal,9,28,11,1119.1
Photovoltaic Thermal,9,28,12,1522.8
Photovoltaic Thermal,9,28,13,1660.3
Photovoltaic Thermal,9,28,14,1740.6
Photovoltaic Thermal,9,28,15,1774.9
Photovoltaic Thermal,9,28,16,1846.5
Photovoltaic Thermal,9,28,17,1856.3
Photovoltaic Thermal,9,28,18,1678.2
Photovoltaic Thermal,9,28,19,1110.6
Photovoltaic Thermal,9,28,20,635.8
Photovoltaic Thermal,9,28,21,505.2
Photovoltaic Thermal,9,28,22,417.1
Photovoltaic Thermal,9,28,23,195.5
Photovoltaic Thermal,9,29,0,105.0
Photovoltaic Thermal,9,29,1,59.0
Photovoltaic Thermal,9,29,2,40.0
Photovoltaic Thermal,9,29,3,25.0
Photovoltaic Thermal,9,29,4,25.0
Photovoltaic Thermal,9,29,5,25.0
Photovoltaic Thermal,9,29,6,25.0
Photovoltaic Thermal,9,29,7,25.0
Photovoltaic Thermal,9,29,8,25.4
Photovoltaic Thermal,9,29,9,60.3
Photovoltaic Thermal,9,29,10,790.7
Photovoltaic Thermal,9,29,11,1721.3
Photovoltaic Thermal,9,29,12,1924.4
Photovoltaic Thermal,9,29,13,1922.0
Photovoltaic Thermal,9,29,14,1920.8
Photovoltaic Thermal,9,29,15,1965.4
Photovoltaic Thermal,9,29,16,2001.9
Photovoltaic Thermal,9,29,17,1982.3
Photovoltaic Thermal,9,29,18,1796.2
Photovoltaic Thermal,9,29,19,1125.1
Photovoltaic Thermal,9,29,20,648.5
Photovoltaic Thermal,9,29,21,530.8
Photovoltaic Thermal,9,29,22,498.5
Photovoltaic Thermal,9,29,23,435.0
Photovoltaic Thermal,9,30,0,337.5
Photovoltaic Thermal,9,30,1,277.0
Photovoltaic Thermal,9,30,2,105.0
Photovoltaic Thermal,9,30,3,39.0
Photovoltaic Thermal,9,30,4,39.8
Photovoltaic Thermal,9,30,5,39.8
Photovoltaic Thermal,9,30,6,39.8
Photovoltaic Thermal,9,30,7,39.3
Photovoltaic Thermal,9,30,8,39.3
Photovoltaic Thermal,9,30,9,63.8
Photovoltaic Thermal,9,30,10,658.6
Photovoltaic Thermal,9,30,11,1357.7
Photovoltaic Thermal,9,30,12,1550.0
Photovoltaic Thermal,9,30,13,1590.1
Photovoltaic Thermal,9,30,14,1608.2
Photovoltaic Thermal,9,30,15,1673.2
Photovoltaic Thermal,9,30,16,1697.2
Photovoltaic Thermal,9,30,17,1699.0
Photovoltaic Thermal,9,30,18,1522.9
Photovoltaic Thermal,9,30,19,969.2
Photovoltaic Thermal,9,30,20,576.9
Photovoltaic Thermal,9,30,21,463.7
Photovoltaic Thermal,9,30,22,410.6
Photovoltaic Thermal,9,30,23,341.0
Photovoltaic Thermal,10,1,0,183.5
Photovoltaic Thermal,10,1,1,158.5
Photovoltaic Thermal,10,1,2,67.3
Photovoltaic Thermal,10,1,3,22.5
Photovoltaic Thermal,10,1,4,22.5
Photovoltaic Thermal,10,1,5,22.5
Photovoltaic Thermal,10,1,6,22.5
Photovoltaic Thermal,10,1,7,22.5
Photovoltaic Thermal,10,1,8,22.5
Photovoltaic Thermal,10,1,9,37.6
Photovoltaic Thermal,10,1,10,450.3
Photovoltaic Thermal,10,1,11,1098.6
Photovoltaic Thermal,10,1,12,1299.6
Photovoltaic Thermal,10,1,13,1380.5
Photovoltaic Thermal,10,1,14,1463.7
Photovoltaic Thermal,10,1,15,1456.8
Photovoltaic Thermal,10,1,16,1411.6
Photovoltaic Thermal,10,1,17,1289.8
Photovoltaic Thermal,10,1,18,1102.7
Photovoltaic Thermal,10,1,19,774.1
Photovoltaic Thermal,10,1,20,307.2
Photovoltaic Thermal,10,1,21,115.0
Photovoltaic Thermal,10,1,22,70.6
Photovoltaic Thermal,10,1,23,63.5
Photovoltaic Thermal,10,2,0,10.0
Photovoltaic Thermal,10,2,1,10.0
Photovoltaic Thermal,10,2,2,10.0
Photovoltaic Thermal,10,2,3,10.0
Photovoltaic Thermal,10,2,4,10.0
Photovoltaic Thermal,10,2,5,10.1
Photovoltaic Thermal,10,2,6,10.1
Photovoltaic Thermal,10,2,7,10.0
Photovoltaic Thermal,10,2,8,10.0
Photovoltaic Thermal,10,2,9,19.0
Photovoltaic Thermal,10,2,10,424.4
Photovoltaic Thermal,10,2,11,1123.5
Photovoltaic Thermal,10,2,12,1461.8
Photovoltaic Thermal,10,2,13,1542.3
Photovoltaic Thermal,10,2,14,1568.3
Photovoltaic Thermal,10,2,15,1575.2
Photovoltaic Thermal,10,2,16,1613.5
Photovoltaic Thermal,10,2,17,1550.8
Photovoltaic Thermal,10,2,18,1288.5
Photovoltaic Thermal,10,2,19,838.6
Photovoltaic Thermal,10,2,20,426.6
Photovoltaic Thermal,10,2,21,252.3
Photovoltaic Thermal,10,2,22,139.0
Photovoltaic Thermal,10,2,23,93.0
Photovoltaic Thermal,10,3,0,29.0
Photovoltaic Thermal,10,3,1,10.0
Photovoltaic Thermal,10,3,2,10.0
Photovoltaic Thermal,10,3,3,10.0
Photovoltaic Thermal,10,3,4,10.0
Photovoltaic Thermal,10,3,5,10.0
Photovoltaic Thermal,10,3,6,10.0
Photovoltaic Thermal,10,3,7,10.0
Photovoltaic Thermal,10,3,8,10.0
Photovoltaic Thermal,10,3,9,10.8
Photovoltaic Thermal,10,3,10,138.6
Photovoltaic Thermal,10,3,11,232.7
Photovoltaic Thermal,10,3,12,257.3
Photovoltaic Thermal,10,3,13,270.8
Photovoltaic Thermal,10,3,14,401.7
Photovoltaic Thermal,10,3,15,539.5
Photovoltaic Thermal,10,3,16,781.0
Photovoltaic Thermal,10,3,17,876.5
Photovoltaic Thermal,10,3,18,804.9
Photovoltaic Thermal,10,3,19,437.5
Photovoltaic Thermal,10,3,20,231.5
Photovoltaic Thermal,10,3,21,66.6
Photovoltaic Thermal,10,3,22,58.5
Photovoltaic Thermal,10,3,23,43.5
Photovoltaic Thermal,10,4,0,10.0
Photovoltaic Thermal,10,4,1,10.0
Photovoltaic Thermal,10,4,2,10.1
Photovoltaic Thermal,10,4,3,10.2
Photovoltaic Thermal,10,4,4,10.1
Photovoltaic Thermal,10,4,5,10.2
Photovoltaic Thermal,10,4,6,10.2
Photovoltaic Thermal,10,4,7,10.2
Photovoltaic Thermal,10,4,8,10.2
Photovoltaic Thermal,10,4,9,20.3
Photovoltaic Thermal,10,4,10,392.8
Photovoltaic Thermal,10,4,11,1176.0
Photovoltaic Thermal,10,4,12,1539.6
Photovoltaic Thermal,10,4,13,1648.1
Photovoltaic Thermal,10,4,14,1750.2
Photovoltaic Thermal,10,4,15,1741.5
Photovoltaic Thermal,10,4,16,1781.2
Photovoltaic Thermal,10,4,17,1784.6
Photovoltaic Thermal,10,4,18,1633.2
Photovoltaic Thermal,10,4,19,990.4
Photovoltaic Thermal,10,4,20,503.5
Photovoltaic Thermal,10,4,21,417.0
Photovoltaic Thermal,10,4,22,383.8
Photovoltaic Thermal,10,4,23,258.4
Photovoltaic Thermal,10,5,0,123.1
Photovoltaic Thermal,10,5,1,46.1
Photovoltaic Thermal,10,5,2,25.1
Photovoltaic Thermal,10,5,3,10.0
Photovoltaic Thermal,10,5,4,10.0
Photovoltaic Thermal,10,5,5,10.0
Photovoltaic Thermal,10,5,6,10.0
Photovoltaic Thermal,10,5,7,10.0
Photovoltaic Thermal,10,5,8,10.0
Photovoltaic Thermal,10,5,9,72.7
Photovoltaic Thermal,10,5,10,584.9
Photovoltaic Thermal,10,5,11,1282.6
Photovoltaic Thermal,10,5,12,1485.3
Photovoltaic Thermal,10,5,13,1437.8
Photovoltaic Thermal,10,5,14,1451.6
Photovoltaic Thermal,10,5,15,1385.8
Photovoltaic Thermal,10,5,16,1334.0
Photovoltaic Thermal,10,5,17,1327.1
Photovoltaic Thermal,10,5,18,1174.1
Photovoltaic Thermal,10,5,19,693.9
Photovoltaic Thermal,10,5,20,369.8
Photovoltaic Thermal,10,5,21,269.5
Photovoltaic Thermal,10,5,22,208.1
Photovoltaic Thermal,10,5,23,102.0
Photovoltaic Thermal,10,6,0,82.0
Photovoltaic Thermal,10,6,1,80.0
Photovoltaic Thermal,10,6,2,51.0
Photovoltaic Thermal,10,6,3,26.0
Photovoltaic Thermal,10,6,4,18.0
Photovoltaic Thermal,10,6,5,25.0
Photovoltaic Thermal,10,6,6,26.0
Photovoltaic Thermal,10,6,7,26.0
Photovoltaic Thermal,10,6,8,28.1
Photovoltaic Thermal,10,6,9,78.4
Photovoltaic Thermal,10,6,10,777.2
Photovoltaic Thermal,10,6,11,1605.6
Photovoltaic Thermal,10,6,12,1772.9
Photovoltaic Thermal,10,6,13,1760.1
Photovoltaic Thermal,10,6,14,1737.8
Photovoltaic Thermal,10,6,15,1778.1
Photovoltaic Thermal,10,6,16,1768.2
Photovoltaic Thermal,10,6,17,1774.6
Photovoltaic Thermal,10,6,18,1561.7
Photovoltaic Thermal,10,6,19,940.9
Photovoltaic Thermal,10,6,20,486.9
Photovoltaic Thermal,10,6,21,404.9
Photovoltaic Thermal,10,6,22,402.0
Photovoltaic Thermal,10,6,23,378.4
Photovoltaic Thermal,10,7,0,215.5
Photovoltaic Thermal,10,7,1,161.0
Photovoltaic Thermal,10,7,2,77.0
Photovoltaic Thermal,10,7,3,39.0
Photovoltaic Thermal,10,7,4,39.0
Photovoltaic Thermal,10,7,5,39.0
Photovoltaic Thermal,10,7,6,45.0
Photovoltaic Thermal,10,7,7,26.0
Photovoltaic Thermal,10,7,8,41.0
Photovoltaic Thermal,10,7,9,69.5
Photovoltaic Thermal,10,7,10,678.7
Photovoltaic Thermal,10,7,11,1461.9
Photovoltaic Thermal,10,7,12,1639.5
Photovoltaic Thermal,10,7,13,1619.5
Photovoltaic Thermal,10,7,14,1631.2
Photovoltaic Thermal,10,7,15,1700.0
Photovoltaic Thermal,10,7,16,1722.7
Photovoltaic Thermal,10,7,17,1716.5
Photovoltaic Thermal,10,7,18,1541.9
