ID,City,Year,Sport,Event,Sex,Medal,Age,Name,NOC
12068,Athina,1896,Athletics,"Athletics Men's 1,500 metres",M,Silver,24.0,Arthur Charles Blake,USA
35698,Athina,1896,Athletics,"Athletics Men's 1,500 metres",M,Gold,22.0,"Edwin Harold ""Teddy"" Flack",AUS
68911,Athina,1896,Athletics,"Athletics Men's 1,500 metres",M,Bronze,21.0,Albin Georges Lermusiaux,FRA
16616,Athina,1896,Athletics,Athletics Men's 100 metres,M,Gold,21.0,"Thomas Edmund ""Tom"" Burke",USA
49185,Athina,1896,Athletics,Athletics Men's 100 metres,M,Silver,24.0,Fritz Hofmann,GER
66362,Athina,1896,Athletics,Athletics Men's 100 metres,M,Bronze,21.0,"Francis Adonijah ""Frank"" Lane",USA
117571,Athina,1896,Athletics,Athletics Men's 100 metres,M,Bronze,24.0,Alajos (Aljoz) Szokoly (-Szokol),HUN
24423,Athina,1896,Athletics,Athletics Men's 110 metres Hurdles,M,Gold,23.0,"Thomas Pelham ""Tom"" Curtis",USA
42069,Athina,1896,Athletics,Athletics Men's 110 metres Hurdles,M,Silver,22.0,Grantley Thomas Smart Goulding,GBR
16616,Athina,1896,Athletics,Athletics Men's 400 metres,M,Gold,21.0,"Thomas Edmund ""Tom"" Burke",USA
40851,Athina,1896,Athletics,Athletics Men's 400 metres,M,Bronze,23.0,Charles Henry Stuart Gmelin,GBR
53542,Athina,1896,Athletics,Athletics Men's 400 metres,M,Silver,20.0,Herbert Brotherson Jamison,USA
25184,Athina,1896,Athletics,Athletics Men's 800 metres,M,Silver,24.0,Nndor Dni,HUN
35698,Athina,1896,Athletics,Athletics Men's 800 metres,M,Gold,22.0,"Edwin Harold ""Teddy"" Flack",AUS
41160,Athina,1896,Athletics,Athletics Men's 800 metres,M,Bronze,21.0,Dimitrios P. Golemis,GRE
38860,Athina,1896,Athletics,Athletics Men's Discus Throw,M,Gold,20.0,"Robert ""Bob"" Garrett",USA
91355,Athina,1896,Athletics,Athletics Men's Discus Throw,M,Silver,,Panagiotis Paraskevopoulos,GRE
126142,Athina,1896,Athletics,Athletics Men's Discus Throw,M,Bronze,,Sotirios Versis,GRE
21795,Athina,1896,Athletics,Athletics Men's High Jump,M,Gold,22.0,Ellery Harding Clark,USA
22700,Athina,1896,Athletics,Athletics Men's High Jump,M,Silver,27.0,James Brendan Bennet Connolly,USA
38860,Athina,1896,Athletics,Athletics Men's High Jump,M,Silver,20.0,"Robert ""Bob"" Garrett",USA
21795,Athina,1896,Athletics,Athletics Men's Long Jump,M,Gold,22.0,Ellery Harding Clark,USA
22700,Athina,1896,Athletics,Athletics Men's Long Jump,M,Bronze,27.0,James Brendan Bennet Connolly,USA
38860,Athina,1896,Athletics,Athletics Men's Long Jump,M,Silver,20.0,"Robert ""Bob"" Garrett",USA
58546,Athina,1896,Athletics,Athletics Men's Marathon,M,Bronze,24.0,Gyula Kellner,HUN
71674,Athina,1896,Athletics,Athletics Men's Marathon,M,Gold,23.0,"Spyridon ""Spyros"" Louis",GRE
125390,Athina,1896,Athletics,Athletics Men's Marathon,M,Silver,,Kharilaos Vasilakos,GRE
25072,Athina,1896,Athletics,Athletics Men's Pole Vault,M,Bronze,,Evangelos Damaskos,GRE
50399,Athina,1896,Athletics,Athletics Men's Pole Vault,M,Gold,20.0,"William Welles ""Bill"" Hoyt",USA
119585,Athina,1896,Athletics,Athletics Men's Pole Vault,M,Bronze,,Ioannis Theodoropoulos,GRE
122937,Athina,1896,Athletics,Athletics Men's Pole Vault,M,Silver,24.0,Albert Clinton Tyler,USA
38860,Athina,1896,Athletics,Athletics Men's Shot Put,M,Gold,20.0,"Robert ""Bob"" Garrett",USA
42102,Athina,1896,Athletics,Athletics Men's Shot Put,M,Silver,,Miltiadis Gouskos,GRE
91250,Athina,1896,Athletics,Athletics Men's Shot Put,M,Bronze,,Georgios Saranti Papasideris,GRE
22700,Athina,1896,Athletics,Athletics Men's Triple Jump,M,Gold,27.0,James Brendan Bennet Connolly,USA
93606,Athina,1896,Athletics,Athletics Men's Triple Jump,M,Bronze,,Ioannis Persakis,GRE
122526,Athina,1896,Athletics,Athletics Men's Triple Jump,M,Silver,19.0,Pierre Alexandre Tuffri,FRA
35708,Athina,1896,Cycling,"Cycling Men's 10,000 metres",M,Silver,18.0,Marie Lon Flameng,FRA
76252,Athina,1896,Cycling,"Cycling Men's 10,000 metres",M,Gold,19.0,Paul Michel Pierre Adrien Masson (-Nossam),FRA
107006,Athina,1896,Cycling,"Cycling Men's 10,000 metres",M,Bronze,23.0,Felix Adolf Schmal,AUT
35708,Athina,1896,Cycling,Cycling Men's 100 kilometres,M,Gold,18.0,Marie Lon Flameng,FRA
62185,Athina,1896,Cycling,Cycling Men's 100 kilometres,M,Silver,,Georgios Koletis,GRE
58394,Athina,1896,Cycling,Cycling Men's 12-Hours Race,M,Silver,28.0,Frederick Keeping,GBR
107006,Athina,1896,Cycling,Cycling Men's 12-Hours Race,M,Gold,23.0,Felix Adolf Schmal,AUT
76252,Athina,1896,Cycling,Cycling Men's 333 metres Time Trial,M,Gold,19.0,Paul Michel Pierre Adrien Masson (-Nossam),FRA
86280,Athina,1896,Cycling,Cycling Men's 333 metres Time Trial,M,Silver,,Stamatios Nikolopoulos,GRE
107006,Athina,1896,Cycling,Cycling Men's 333 metres Time Trial,M,Bronze,23.0,Felix Adolf Schmal,AUT
8620,Athina,1896,Cycling,"Cycling Men's Road Race, Individual",M,Bronze,,Edward Battel,GBR
40985,Athina,1896,Cycling,"Cycling Men's Road Race, Individual",M,Silver,36.0,Anton Gdrich,GER
62552,Athina,1896,Cycling,"Cycling Men's Road Race, Individual",M,Gold,,Aristidis Konstantinidis,GRE
35708,Athina,1896,Cycling,Cycling Men's Sprint,M,Bronze,18.0,Marie Lon Flameng,FRA
76252,Athina,1896,Cycling,Cycling Men's Sprint,M,Gold,19.0,Paul Michel Pierre Adrien Masson (-Nossam),FRA
86280,Athina,1896,Cycling,Cycling Men's Sprint,M,Silver,,Stamatios Nikolopoulos,GRE
17492,Athina,1896,Fencing,"Fencing Men's Foil, Individual",M,Silver,20.0,Eugne Henri Callot,FRA
42499,Athina,1896,Fencing,"Fencing Men's Foil, Individual",M,Gold,20.0,Eugne Henry Gravelotte,FRA
94715,Athina,1896,Fencing,"Fencing Men's Foil, Individual",M,Bronze,,Periklis Pierrakos-Mavromikhalis,GRE
127573,Athina,1896,Fencing,"Fencing Men's Foil, Individual",M,Bronze,,Athanasios Vouros,GRE
93575,Athina,1896,Fencing,"Fencing Men's Foil, Masters, Individual",M,Silver,18.0,Joanni Maurice Perronet,FRA
97712,Athina,1896,Fencing,"Fencing Men's Foil, Masters, Individual",M,Gold,,"Leonidas ""Leon"" Pyrgos",GRE
39588,Athina,1896,Fencing,"Fencing Men's Sabre, Individual",M,Gold,20.0,Ioannis Georgiadis,GRE
57436,Athina,1896,Fencing,"Fencing Men's Sabre, Individual",M,Silver,,Tilemakhos Karakalos,GRE
85988,Athina,1896,Fencing,"Fencing Men's Sabre, Individual",M,Bronze,29.0,Holger Louis Nielsen,DEN
35740,Athina,1896,Gymnastics,Gymnastics Men's Horizontal Bar,M,Silver,26.0,Alfred Flatow,GER
129377,Athina,1896,Gymnastics,Gymnastics Men's Horizontal Bar,M,Gold,31.0,Hermann Otto Ludwig Weingrtner,GER
12563,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,25.0,Conrad Helmut Fritz Bcker,GER
35740,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,26.0,Alfred Flatow,GER
35741,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,21.0,Gustav Felix Flatow,GER
48633,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,19.0,Georg Otto Hilmar,GER
74612,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,21.0,Julius Carl Fritz Manteuffel,GER
85456,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,31.0,Karl Neukirch,GER
102806,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,,Richard Rstel,GER
107607,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,19.0,Fritz Richard Gustav Schuft,GER
107613,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,26.0,Carl Schuhmann,GER
129377,Athina,1896,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",M,Gold,31.0,Hermann Otto Ludwig Weingrtner,GER
107613,Athina,1896,Gymnastics,Gymnastics Men's Horse Vault,M,Gold,26.0,Carl Schuhmann,GER
129377,Athina,1896,Gymnastics,Gymnastics Men's Horse Vault,M,Bronze,31.0,Hermann Otto Ludwig Weingrtner,GER
135481,Athina,1896,Gymnastics,Gymnastics Men's Horse Vault,M,Silver,30.0,"Jules Alexis ""Louis"" Zutter",SUI
35740,Athina,1896,Gymnastics,Gymnastics Men's Parallel Bars,M,Gold,26.0,Alfred Flatow,GER
135481,Athina,1896,Gymnastics,Gymnastics Men's Parallel Bars,M,Silver,30.0,"Jules Alexis ""Louis"" Zutter",SUI
12563,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,25.0,Conrad Helmut Fritz Bcker,GER
35740,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,26.0,Alfred Flatow,GER
35741,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,21.0,Gustav Felix Flatow,GER
48633,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,19.0,Georg Otto Hilmar,GER
57767,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Bronze,,Filippos Karvelas,GRE
71691,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Bronze,10.0,Dimitrios Loundras,GRE
74612,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,21.0,Julius Carl Fritz Manteuffel,GER
85456,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,31.0,Karl Neukirch,GER
102806,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,,Richard Rstel,GER
107607,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,19.0,Fritz Richard Gustav Schuft,GER
107613,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,26.0,Carl Schuhmann,GER
129377,Athina,1896,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",M,Gold,31.0,Hermann Otto Ludwig Weingrtner,GER
129377,Athina,1896,Gymnastics,Gymnastics Men's Pommelled Horse,M,Silver,31.0,Hermann Otto Ludwig Weingrtner,GER
135481,Athina,1896,Gymnastics,Gymnastics Men's Pommelled Horse,M,Gold,30.0,"Jules Alexis ""Louis"" Zutter",SUI
80474,Athina,1896,Gymnastics,Gymnastics Men's Rings,M,Gold,,Ioannis Mitropoulos,GRE
93607,Athina,1896,Gymnastics,Gymnastics Men's Rings,M,Bronze,,Petros Persakis,GRE
129377,Athina,1896,Gymnastics,Gymnastics Men's Rings,M,Silver,31.0,Hermann Otto Ludwig Weingrtner,GER
4189,Athina,1896,Gymnastics,Gymnastics Men's Rope Climbing,M,Gold,,Nikolaos Andriakopoulos,GRE
49185,Athina,1896,Gymnastics,Gymnastics Men's Rope Climbing,M,Bronze,24.0,Fritz Hofmann,GER
131985,Athina,1896,Gymnastics,Gymnastics Men's Rope Climbing,M,Silver,21.0,Thomas Xenakis,GRE
36739,Athina,1896,Shooting,"Shooting Men's Free Pistol, 30 metres",M,Bronze,,Ioannis Frangoudis,GRE
85988,Athina,1896,Shooting,"Shooting Men's Free Pistol, 30 metres",M,Silver,29.0,Holger Louis Nielsen,DEN
90607,Athina,1896,Shooting,"Shooting Men's Free Pistol, 30 metres",M,Gold,27.0,Sumner Paine,USA
36739,Athina,1896,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",M,Silver,,Ioannis Frangoudis,GRE
54456,Athina,1896,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",M,Bronze,21.0,Alexander Viggo Jensen,DEN
89416,Athina,1896,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",M,Gold,,Georgios D. Orfanidis,GRE
29467,Athina,1896,Shooting,"Shooting Men's Military Pistol, 25 metres",M,Bronze,,Nikolaos Dorakis,GRE
90606,Athina,1896,Shooting,"Shooting Men's Military Pistol, 25 metres",M,Gold,25.0,John Bryant Paine,USA
90607,Athina,1896,Shooting,"Shooting Men's Military Pistol, 25 metres",M,Silver,27.0,Sumner Paine,USA
57486,Athina,1896,Shooting,"Shooting Men's Military Rifle, 200 metres",M,Gold,,Pantelis Karasevdas,GRE
92301,Athina,1896,Shooting,"Shooting Men's Military Rifle, 200 metres",M,Silver,,Pavlos Pavlidis,GRE
121920,Athina,1896,Shooting,"Shooting Men's Military Rifle, 200 metres",M,Bronze,,Nikolaos Trikoupis,GRE
36739,Athina,1896,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",M,Gold,,Ioannis Frangoudis,GRE
85988,Athina,1896,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",M,Bronze,29.0,Holger Louis Nielsen,DEN
89416,Athina,1896,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",M,Silver,,Georgios D. Orfanidis,GRE
4116,Athina,1896,Swimming,"Swimming Men's 1,200 metres Freestyle",M,Silver,,Ioannis Andreou,GRE
44875,Athina,1896,Swimming,"Swimming Men's 1,200 metres Freestyle",M,Gold,18.0,Alfrd (Arnold-) Hajs (Guttmann-),HUN
44875,Athina,1896,Swimming,Swimming Men's 100 metres Freestyle,M,Gold,18.0,Alfrd (Arnold-) Hajs (Guttmann-),HUN
48195,Athina,1896,Swimming,Swimming Men's 100 metres Freestyle,M,Silver,19.0,Otto Herschmann,AUT
30049,Athina,1896,Swimming,Swimming Men's 100 metres Freestyle For Sailors,M,Bronze,,Dimitrios Drivas,GRE
59266,Athina,1896,Swimming,Swimming Men's 100 metres Freestyle For Sailors,M,Silver,,"Spyridon P. ""Spyros"" Khazapis",GRE
74168,Athina,1896,Swimming,Swimming Men's 100 metres Freestyle For Sailors,M,Gold,,Ioannis Malokinis,GRE
59374,Athina,1896,Swimming,Swimming Men's 500 metres Freestyle,M,Bronze,,Efstathios Khorafas,GRE
85477,Athina,1896,Swimming,Swimming Men's 500 metres Freestyle,M,Gold,20.0,Paul Neumann (-Newman),AUT
93091,Athina,1896,Swimming,Swimming Men's 500 metres Freestyle,M,Silver,,Antonios Pepanos,GRE
12929,Athina,1896,Tennis,Tennis Men's Doubles,M,Gold,25.0,John Mary Pius Boland,GBR
18785,Athina,1896,Tennis,Tennis Men's Doubles,M,Silver,23.0,Demetrius Emmanuel Casdagli,GRE
35698,Athina,1896,Tennis,Tennis Men's Doubles,M,Bronze,22.0,"Edwin Harold ""Teddy"" Flack",AUS
94075,Athina,1896,Tennis,Tennis Men's Doubles,M,Silver,17.0,Dimitrios Stephen Petrokokkinos,GRE
101352,Athina,1896,Tennis,Tennis Men's Doubles,M,Bronze,23.0,George Stuart Robertson,GBR
121713,Athina,1896,Tennis,Tennis Men's Doubles,M,Gold,20.0,"Friedrich Adolf ""Fritz"" Traun",GER
12929,Athina,1896,Tennis,Tennis Men's Singles,M,Gold,25.0,John Mary Pius Boland,GBR
18785,Athina,1896,Tennis,Tennis Men's Singles,M,Silver,23.0,Demetrius Emmanuel Casdagli,GRE
91932,Athina,1896,Tennis,Tennis Men's Singles,M,Bronze,17.0,"Khios ""Konstantinos"" Paspatis",GRE
118532,Athina,1896,Tennis,Tennis Men's Singles,M,Bronze,23.0,Momcsill Tapavicza,HUN
32330,Athina,1896,Weightlifting,"Weightlifting Men's Unlimited, One Hand",M,Gold,21.0,Launceston Elliot,GBR
54456,Athina,1896,Weightlifting,"Weightlifting Men's Unlimited, One Hand",M,Silver,21.0,Alexander Viggo Jensen,DEN
86277,Athina,1896,Weightlifting,"Weightlifting Men's Unlimited, One Hand",M,Bronze,,Alexandros Nikolopoulos,GRE
32330,Athina,1896,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",M,Silver,21.0,Launceston Elliot,GBR
54456,Athina,1896,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",M,Gold,21.0,Alexander Viggo Jensen,DEN
126142,Athina,1896,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",M,Bronze,,Sotirios Versis,GRE
59429,Athina,1896,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",M,Bronze,,Stefanos Khristopoulos,GRE
107613,Athina,1896,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",M,Gold,26.0,Carl Schuhmann,GER
122329,Athina,1896,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",M,Silver,,Georgios Tsitas,GRE
93957,Paris,1900,Archery,"Archery Men's Au Chapelet, 33 metres",M,Bronze,43.0,Frdric Adolphe Petit,FRA
119640,Paris,1900,Archery,"Archery Men's Au Chapelet, 33 metres",M,Silver,33.0,Victor Thibault,FRA
124694,Paris,1900,Archery,"Archery Men's Au Chapelet, 33 metres",M,Gold,34.0,Gerard Theodor Hubert Van Innis,BEL
47421,Paris,1900,Archery,"Archery Men's Au Chapelet, 50 metres",M,Silver,26.0,Henri Hyacinthe Helle,FRA
78848,Paris,1900,Archery,"Archery Men's Au Chapelet, 50 metres",M,Bronze,,mile Mercier,FRA
82573,Paris,1900,Archery,"Archery Men's Au Chapelet, 50 metres",M,Gold,47.0,Eugne Mougin,FRA
93957,Paris,1900,Archery,"Archery Men's Au Cordon Dore, 33 metres",M,Bronze,43.0,Frdric Adolphe Petit,FRA
119640,Paris,1900,Archery,"Archery Men's Au Cordon Dore, 33 metres",M,Silver,33.0,Victor Thibault,FRA
124694,Paris,1900,Archery,"Archery Men's Au Cordon Dore, 33 metres",M,Gold,34.0,Gerard Theodor Hubert Van Innis,BEL
35601,Paris,1900,Archery,"Archery Men's Au Cordon Dore, 50 metres",M,Bronze,32.0,mile Lon Fisseux,FRA
48121,Paris,1900,Archery,"Archery Men's Au Cordon Dore, 50 metres",M,Gold,24.0,"Henri Louis Hrouin, Sr.",FRA
124694,Paris,1900,Archery,"Archery Men's Au Cordon Dore, 50 metres",M,Silver,34.0,Gerard Theodor Hubert Van Innis,BEL
48121,Paris,1900,Archery,Archery Men's Championnat Du Monde,M,Gold,24.0,"Henri Louis Hrouin, Sr.",FRA
124694,Paris,1900,Archery,Archery Men's Championnat Du Monde,M,Silver,34.0,Gerard Theodor Hubert Van Innis,BEL
30112,Paris,1900,Archery,Archery Men's Sur La Perche a La Herse,M,Silver,,"Druart, Jr.",BEL
36505,Paris,1900,Archery,Archery Men's Sur La Perche a La Herse,M,Gold,28.0,Emmanuel Foulon,BEL
108898,Paris,1900,Archery,Archery Men's Sur La Perche a La Herse,M,Silver,43.0,Auguste Serrurier,FRA
40778,Paris,1900,Archery,Archery Men's Sur La Perche a La Pyramide,M,Bronze,50.0,Louis Edouard Albert Glineur,BEL
43310,Paris,1900,Archery,Archery Men's Sur La Perche a La Pyramide,M,Gold,38.0,mile Grumiaux,FRA
108898,Paris,1900,Archery,Archery Men's Sur La Perche a La Pyramide,M,Silver,43.0,Auguste Serrurier,FRA
10161,Paris,1900,Athletics,"Athletics Men's 1,500 metres",M,Gold,29.0,Charles Bennett,GBR
14802,Paris,1900,Athletics,"Athletics Men's 1,500 metres",M,Bronze,24.0,John Bray,USA
27384,Paris,1900,Athletics,"Athletics Men's 1,500 metres",M,Silver,25.0,Henry Lon mile Deloge,FRA
53970,Paris,1900,Athletics,Athletics Men's 100 metres,M,Gold,21.0,Frank Washington Jarvis,USA
103047,Paris,1900,Athletics,Athletics Men's 100 metres,M,Bronze,23.0,"Stanley Rupert ""Stan"" Rowley",AUS
119439,Paris,1900,Athletics,Athletics Men's 100 metres,M,Silver,24.0,Walter Beardsley Tewksbury,USA
63659,Paris,1900,Athletics,Athletics Men's 110 metres Hurdles,M,Gold,23.0,"Alvin Christian ""Al"" Kraenzlein",USA
77795,Paris,1900,Athletics,Athletics Men's 110 metres Hurdles,M,Silver,22.0,John Frederick McLean,USA
81262,Paris,1900,Athletics,Athletics Men's 110 metres Hurdles,M,Bronze,17.0,"Frederick Graham ""Fred"" Moloney",USA
19973,Paris,1900,Athletics,"Athletics Men's 2,500 metres Steeplechase",M,Bronze,24.0,Jean Chastani,FRA
89626,Paris,1900,Athletics,"Athletics Men's 2,500 metres Steeplechase",M,Gold,27.0,George Washington F. Orton,CAN
101468,Paris,1900,Athletics,"Athletics Men's 2,500 metres Steeplechase",M,Silver,23.0,Sidney John Robinson,GBR
97066,Paris,1900,Athletics,Athletics Men's 200 metres,M,Silver,24.0,Norman Gilbert Pritchard (-Trevor),IND
103047,Paris,1900,Athletics,Athletics Men's 200 metres,M,Bronze,23.0,"Stanley Rupert ""Stan"" Rowley",AUS
119439,Paris,1900,Athletics,Athletics Men's 200 metres,M,Gold,24.0,Walter Beardsley Tewksbury,USA
63659,Paris,1900,Athletics,Athletics Men's 200 metres Hurdles,M,Gold,23.0,"Alvin Christian ""Al"" Kraenzlein",USA
97066,Paris,1900,Athletics,Athletics Men's 200 metres Hurdles,M,Silver,24.0,Norman Gilbert Pritchard (-Trevor),IND
119439,Paris,1900,Athletics,Athletics Men's 200 metres Hurdles,M,Bronze,24.0,Walter Beardsley Tewksbury,USA
10161,Paris,1900,Athletics,"Athletics Men's 4,000 metres Steeplechase",M,Silver,29.0,Charles Bennett,GBR
100882,Paris,1900,Athletics,"Athletics Men's 4,000 metres Steeplechase",M,Gold,22.0,"John Thomas ""Jack"" Rimmer",GBR
101468,Paris,1900,Athletics,"Athletics Men's 4,000 metres Steeplechase",M,Bronze,23.0,Sidney John Robinson,GBR
49363,Paris,1900,Athletics,Athletics Men's 400 metres,M,Silver,26.0,"William Joseph ""Bill"" Holland",USA
71204,Paris,1900,Athletics,Athletics Men's 400 metres,M,Gold,21.0,"Maxwell Warburn ""Maxey"" Long",USA
107662,Paris,1900,Athletics,Athletics Men's 400 metres,M,Bronze,20.0,Ernst Ludwig Emanuel Schultz,DEN
89626,Paris,1900,Athletics,Athletics Men's 400 metres Hurdles,M,Bronze,27.0,George Washington F. Orton,CAN
118788,Paris,1900,Athletics,Athletics Men's 400 metres Hurdles,M,Silver,21.0,Henri Alexis Tauzin,FRA
119439,Paris,1900,Athletics,Athletics Men's 400 metres Hurdles,M,Gold,24.0,Walter Beardsley Tewksbury,USA
10161,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Gold,29.0,Charles Bennett,GBR
18879,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Silver,,Andr Castanet,FRA
19661,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Silver,20.0,Albert Alphonse Champoudry,FRA
19973,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Silver,24.0,Jean Chastani,FRA
27384,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Silver,25.0,Henry Lon mile Deloge,FRA
98322,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Silver,18.0,Adolphe Gaston Ragueneau,FRA
100882,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Gold,22.0,"John Thomas ""Jack"" Rimmer",GBR
101468,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Gold,23.0,Sidney John Robinson,GBR
103047,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Gold,23.0,"Stanley Rupert ""Stan"" Rowley",AUS
122978,Paris,1900,Athletics,"Athletics Men's 5,000 metres, Team",M,Gold,26.0,Alfred Ernest Tysoe,GBR
63659,Paris,1900,Athletics,Athletics Men's 60 metres,M,Gold,23.0,"Alvin Christian ""Al"" Kraenzlein",USA
103047,Paris,1900,Athletics,Athletics Men's 60 metres,M,Bronze,23.0,"Stanley Rupert ""Stan"" Rowley",AUS
119439,Paris,1900,Athletics,Athletics Men's 60 metres,M,Silver,24.0,Walter Beardsley Tewksbury,USA
23740,Paris,1900,Athletics,Athletics Men's 800 metres,M,Silver,22.0,John Francis Cregan,USA
45000,Paris,1900,Athletics,Athletics Men's 800 metres,M,Bronze,25.0,"David Connolly ""Dave"" Hall",USA
122978,Paris,1900,Athletics,Athletics Men's 800 metres,M,Gold,26.0,Alfred Ernest Tysoe,GBR
8716,Paris,1900,Athletics,Athletics Men's Discus Throw,M,Gold,21.0,Rudolf (-Rezs) Bauer,HUN
53583,Paris,1900,Athletics,Athletics Men's Discus Throw,M,Silver,22.0,Frantiek Janda-Suk,BOH
109494,Paris,1900,Athletics,Athletics Men's Discus Throw,M,Bronze,21.0,"Richard ""Dick"" Sheldon",USA
35717,Paris,1900,Athletics,Athletics Men's Hammer Throw,M,Gold,32.0,John Joseph Flanagan,USA
46029,Paris,1900,Athletics,Athletics Men's Hammer Throw,M,Silver,21.0,Thomas Truxtun Hare,USA
77406,Paris,1900,Athletics,Athletics Men's Hammer Throw,M,Bronze,26.0,"Josiah Calvin McCracken, Jr.",USA
8862,Paris,1900,Athletics,Athletics Men's High Jump,M,Gold,24.0,"Irving Knott ""Irv"" Baxter",USA
41402,Paris,1900,Athletics,Athletics Men's High Jump,M,Bronze,19.0,Lajos Gnczy (Grn-),HUN
67571,Paris,1900,Athletics,Athletics Men's High Jump,M,Silver,22.0,"Patrick Joseph ""Pat"" Leahy",GBR
63659,Paris,1900,Athletics,Athletics Men's Long Jump,M,Gold,23.0,"Alvin Christian ""Al"" Kraenzlein",USA
67571,Paris,1900,Athletics,Athletics Men's Long Jump,M,Bronze,22.0,"Patrick Joseph ""Pat"" Leahy",GBR
97040,Paris,1900,Athletics,Athletics Men's Long Jump,M,Silver,21.0,Meyer Prinstein,USA
19658,Paris,1900,Athletics,Athletics Men's Marathon,M,Silver,20.0,mile Julien Champion,FRA
34204,Paris,1900,Athletics,Athletics Men's Marathon,M,Bronze,19.0,Ernst Robert Efraim Fast,SWE
119534,Paris,1900,Athletics,Athletics Men's Marathon,M,Gold,22.0,Michel Johann Thato,LUX
3703,Paris,1900,Athletics,Athletics Men's Pole Vault,M,Bronze,23.0,Carl Albert Andersen,NOR
8862,Paris,1900,Athletics,Athletics Men's Pole Vault,M,Gold,24.0,"Irving Knott ""Irv"" Baxter",USA
22389,Paris,1900,Athletics,Athletics Men's Pole Vault,M,Silver,21.0,Meredith Bright Colket,USA
38860,Paris,1900,Athletics,Athletics Men's Shot Put,M,Bronze,24.0,"Robert ""Bob"" Garrett",USA
77406,Paris,1900,Athletics,Athletics Men's Shot Put,M,Silver,26.0,"Josiah Calvin McCracken, Jr.",USA
109494,Paris,1900,Athletics,Athletics Men's Shot Put,M,Gold,21.0,"Richard ""Dick"" Sheldon",USA
8862,Paris,1900,Athletics,Athletics Men's Standing High Jump,M,Silver,24.0,"Irving Knott ""Irv"" Baxter",USA
33557,Paris,1900,Athletics,Athletics Men's Standing High Jump,M,Gold,26.0,"Raymond Clarence ""Ray"" Ewry",USA
109497,Paris,1900,Athletics,Athletics Men's Standing High Jump,M,Bronze,25.0,Lewis Pendleton Sheldon,USA
8862,Paris,1900,Athletics,Athletics Men's Standing Long Jump,M,Silver,24.0,"Irving Knott ""Irv"" Baxter",USA
33557,Paris,1900,Athletics,Athletics Men's Standing Long Jump,M,Gold,26.0,"Raymond Clarence ""Ray"" Ewry",USA
