ID,City,Year,Sport,Event,Sex,Medal,Age,Name,NOC
46742,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Gold,19.0,Ji Havlis,TCH
54905,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Gold,20.0,Jan Jindra,TCH
62726,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Gold,17.0,Miroslav Koranda,TCH
67591,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Bronze,21.0,"Matthew Fillip ""Matt"" Leanderson",USA
68518,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Silver,21.0,Walter Leiser,SUI
71776,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Bronze,22.0,"Carl Martin Lovsted, Jr.",USA
72469,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Gold,20.0,Stanislav Lusk,TCH
78344,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Gold,24.0,"Karel Mejta, Sr.",TCH
102737,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Bronze,21.0,"Albert ""Al"" Rossi",USA
106714,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Silver,22.0,"Heinrich ""Heini"" Scheller",SUI
123231,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Bronze,21.0,"Alvin Edmund ""Al"" Ulbrickson, Jr.",USA
127961,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Bronze,20.0,Richard Wayne Wahlstrom,USA
129313,Helsinki,1952,Rowing,Rowing Men's Coxed Fours,M,Silver,21.0,Karl Weidmann,SUI
36811,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Bronze,17.0,Jrgen Nagel Frantzen,DEN
47275,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Silver,25.0,Helmut Heinhold,GER
74100,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Gold,14.0,Bernard Robert Malivoire,FRA
74299,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Silver,21.0,Heinz Joachim Manchen,GER
78849,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Gold,20.0,Gaston Antoine Mercier,FRA
86784,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Silver,18.0,Helmut Noll,GER
92675,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Bronze,31.0,Svend Ove Pedersen,DEN
104779,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Gold,31.0,Raymond Julien Salles,FRA
116924,Helsinki,1952,Rowing,Rowing Men's Coxed Pairs,M,Bronze,25.0,Poul Verner Svendsen,DEN
12353,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Silver,30.0,Pierre Auguste Blondiaux,FRA
13076,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Gold,23.0,Duje Bonai,YUG
14011,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Silver,21.0,Marc mile Bouissou,FRA
39122,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Silver,30.0,Roger Gautier,FRA
43768,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Silver,24.0,"Jacques Flix Jean ""Jean-Jacques"" Guissart",FRA
71165,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Bronze,30.0,Oiva Lommi,FIN
71166,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Bronze,34.0,Veikko Kristian Lommi,FIN
85515,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Bronze,25.0,Lauri Armas Nevalainen,FIN
108286,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Gold,22.0,Petar egvi,YUG
122007,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Gold,22.0,Mate Trojanovi,YUG
123938,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Gold,23.0,Velimir Valenta,YUG
127960,Helsinki,1952,Rowing,Rowing Men's Coxless Fours,M,Bronze,28.0,Kauko Wilhelm Wahlsten,FIN
6749,Helsinki,1952,Rowing,Rowing Men's Coxless Pairs,M,Silver,21.0,"Robert Frdrik Louis ""Bob"" Baetens",BEL
56969,Helsinki,1952,Rowing,Rowing Men's Coxless Pairs,M,Bronze,28.0,Hans Kalt (-Jans),SUI
61625,Helsinki,1952,Rowing,Rowing Men's Coxless Pairs,M,Silver,22.0,Michel Jules Lodewijk Knuysen,BEL
71046,Helsinki,1952,Rowing,Rowing Men's Coxless Pairs,M,Gold,21.0,"Charles Paul ""Charlie"" Logg, Jr.",USA
96953,Helsinki,1952,Rowing,Rowing Men's Coxless Pairs,M,Gold,19.0,"Thomas Steele ""Tom"" Price",USA
107042,Helsinki,1952,Rowing,Rowing Men's Coxless Pairs,M,Bronze,20.0,Kurt Schmid,SUI
18063,Helsinki,1952,Rowing,Rowing Men's Double Sculls,M,Gold,34.0,Tranquilo Capozzo Zironda,ARG
43598,Helsinki,1952,Rowing,Rowing Men's Double Sculls,M,Gold,24.0,Eduardo Guerrero,ARG
101800,Helsinki,1952,Rowing,Rowing Men's Double Sculls,M,Bronze,24.0,Juan Antonio Rodrguez Iglesias,URU
108343,Helsinki,1952,Rowing,Rowing Men's Double Sculls,M,Bronze,22.0,Miguel ngel Seijas Cuestas,URU
132831,Helsinki,1952,Rowing,Rowing Men's Double Sculls,M,Silver,21.0,Ihor Fedorovych Yemchuk,URS
134905,Helsinki,1952,Rowing,Rowing Men's Double Sculls,M,Silver,26.0,Heorhiy Semenovych Zhylin,URS
61741,Helsinki,1952,Rowing,Rowing Men's Single Sculls,M,Bronze,24.0,Teodor Kocerka,POL
122987,Helsinki,1952,Rowing,Rowing Men's Single Sculls,M,Gold,22.0,Yury Sergeyevich Tyukalov,URS
131487,Helsinki,1952,Rowing,Rowing Men's Single Sculls,M,Silver,35.0,"Mervyn Thomas ""Merv"" Wood",AUS
19713,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Gold,38.0,"Britton Chance, Sr.",USA
33897,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Silver,32.0,Brre Erik Falkum-Hansen,NOR
72289,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,F,Silver,31.0,Karen Vibeke Lunde (Arneberg-),NOR
72291,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Silver,34.0,"Peder Eugen Lunde, Sr.",NOR
88277,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Bronze,31.0,Carl-Erik Ohlson,SWE
107364,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Gold,15.0,Michael Beaver Schoettle,USA
128860,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Bronze,34.0,Folke Viktor Wassn,SWE
128861,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Bronze,31.0,Sten Magnus Wassn,SWE
129990,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Gold,22.0,"Edgar Pardee Earle ""Ed"" White",USA
130019,Helsinki,1952,Sailing,Sailing Mixed 5.5 metres,M,Gold,22.0,"Sumner Wheeler White, III",USA
5204,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Silver,23.0,Tor Birger Arneberg,NOR
32591,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Gold,59.0,Everard Coenraad Endt,USA
34907,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Silver,32.0,Finn Christian Ferner (Jacobsen-),NOR
34909,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Silver,24.0,Johan Martin Ferner (Jacobsen-),NOR
47178,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Silver,36.0,Erik Oscar Heiberg,NOR
53833,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Bronze,43.0,Ragnar Rafael Jansson,FIN
62578,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Bronze,41.0,Jonas Leo Adolf Konto,FIN
82031,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Gold,21.0,John Adams Morgan,USA
82326,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Silver,33.0,Carl Lauritz Mortensen,NOR
100651,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Gold,34.0,Eric Ridder,USA
102453,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Gold,27.0,Julian Kean Roosevelt,USA
111506,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Bronze,55.0,Paul Leonard Sjberg,FIN
122734,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Bronze,36.0,Rolf Fredrik Turkka (Durchman-),FIN
129830,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Bronze,54.0,Ernst Theodor Georgsson Westerlund,FIN
130084,Helsinki,1952,Sailing,Sailing Mixed 6 metres,F,Gold,36.0,"Emelyn Thatcher Whiton (Leonard-, -Righter)",USA
130085,Helsinki,1952,Sailing,Sailing Mixed 6 metres,M,Gold,48.0,Herman Frasch Whiton,USA
24394,Helsinki,1952,Sailing,Sailing Mixed One Person Dinghy,M,Silver,36.0,Charles Norman Currey,GBR
32458,Helsinki,1952,Sailing,Sailing Mixed One Person Dinghy,M,Gold,24.0,Paul Bert Elvstrm,DEN
105745,Helsinki,1952,Sailing,Sailing Mixed One Person Dinghy,M,Bronze,39.0,Erik Rickard Sarby,SWE
2996,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Silver,39.0,Erland Herman Lison Almkvist,SWE
7845,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Gold,25.0,Hakon Barfod,NOR
12951,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Silver,27.0,Leif William Sidney Boldt-Christmas,SWE
39299,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Silver,37.0,Per Olof Harald Gedda,SWE
69723,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Gold,46.0,Sigve Lie,NOR
84706,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Bronze,40.0,Erich Friedrich Wilhelm Natusch,GER
87238,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Bronze,41.0,Georg Nowka,GER
119989,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Bronze,48.0,Theodor Thomsen,GER
120108,Helsinki,1952,Sailing,Sailing Mixed Three Person Keelboat,M,Gold,43.0,Thor Thorvaldsen,NOR
25868,Helsinki,1952,Sailing,Sailing Mixed Two Person Keelboat,M,Bronze,28.0,Francisco Rebello de Andrade,POR
35659,Helsinki,1952,Sailing,Sailing Mixed Two Person Keelboat,M,Bronze,44.0,Joaquim Mascarenhas Fiza,POR
96942,Helsinki,1952,Sailing,Sailing Mixed Two Person Keelboat,M,Silver,32.0,John Wesley Price,USA
99704,Helsinki,1952,Sailing,Sailing Mixed Two Person Keelboat,M,Silver,33.0,John Sidney Reid,USA
101605,Helsinki,1952,Sailing,Sailing Mixed Two Person Keelboat,M,Gold,40.0,"Nicol ""Nico"" Rode",ITA
115704,Helsinki,1952,Sailing,Sailing Mixed Two Person Keelboat,M,Gold,37.0,Agostino Straulino,ITA
7357,Helsinki,1952,Shooting,"Shooting Men's Free Pistol, 50 metres",M,Bronze,36.0,Ambrus Balogh,HUN
10149,Helsinki,1952,Shooting,"Shooting Men's Free Pistol, 50 metres",M,Gold,34.0,"Huelet Leo ""Joe"" Benner",USA
68763,Helsinki,1952,Shooting,"Shooting Men's Free Pistol, 50 metres",M,Silver,44.0,ngel Len Gozalo,ESP
12724,Helsinki,1952,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",M,Gold,21.0,Anatoly Ivanovich Bogdanov,URS
16477,Helsinki,1952,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",M,Silver,37.0,Robert Brchler-Messer,SUI
125554,Helsinki,1952,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",M,Bronze,36.0,Lev Matveyevich Vaynshteyn (-Weinstein),URS
64949,Helsinki,1952,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",M,Silver,17.0,Szilrd Kun,HUN
69667,Helsinki,1952,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",M,Bronze,38.0,Gheorghe Lichiardopol,ROU
117888,Helsinki,1952,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",M,Gold,42.0,Kroly Takcs,HUN
66850,Helsinki,1952,Shooting,"Shooting Men's Running Target, Single And Double Shot",M,Gold,38.0,"John Harry Larsen, Sr.",NOR
73873,Helsinki,1952,Shooting,"Shooting Men's Running Target, Single And Double Shot",M,Bronze,39.0,Tauno Vilhelmi Mki,FIN
111727,Helsinki,1952,Shooting,"Shooting Men's Running Target, Single And Double Shot",M,Silver,42.0,Per Olof Skldberg,SWE
4168,Helsinki,1952,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",M,Silver,46.0,Boris Vasilyevich Andreyev,URS
53091,Helsinki,1952,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",M,Bronze,34.0,"Arthur Charles ""Art"" Jackson",USA
111370,Helsinki,1952,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",M,Gold,26.0,Iosif Srbu,ROU
4168,Helsinki,1952,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",M,Bronze,46.0,Boris Vasilyevich Andreyev,URS
62443,Helsinki,1952,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",M,Gold,37.0,Erling Asbjrn Kongshaug,NOR
133021,Helsinki,1952,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",M,Silver,34.0,Vilho Ilmari Ylnen,FIN
39466,Helsinki,1952,Shooting,Shooting Men's Trap,M,Gold,17.0,George Patrick Genereux,CAN
49520,Helsinki,1952,Shooting,Shooting Men's Trap,M,Silver,33.0,Knut Anders Holmqvist,SWE
69864,Helsinki,1952,Shooting,Shooting Men's Trap,M,Bronze,39.0,Hans Gustaf Liljedahl,SWE
46442,Helsinki,1952,Swimming,"Swimming Men's 1,500 metres Freestyle",M,Silver,23.0,Shiro Hashizume,JPN
62494,Helsinki,1952,Swimming,"Swimming Men's 1,500 metres Freestyle",M,Gold,19.0,Ford Hiroshi Konno,USA
88419,Helsinki,1952,Swimming,"Swimming Men's 1,500 metres Freestyle",M,Bronze,20.0,Tetsuo Okamoto,BRA
14417,Helsinki,1952,Swimming,Swimming Men's 100 metres Backstroke,M,Silver,17.0,Gilbert Fernand Charles Bozon,FRA
90262,Helsinki,1952,Swimming,Swimming Men's 100 metres Backstroke,M,Gold,18.0,"Yoshinobu ""Yoshi"" Oyakawa",USA
118899,Helsinki,1952,Swimming,Swimming Men's 100 metres Backstroke,M,Bronze,21.0,Jack George Neil Taylor,USA
66882,Helsinki,1952,Swimming,Swimming Men's 100 metres Freestyle,M,Bronze,20.0,Stig Axel Gran Larsson,SWE
107376,Helsinki,1952,Swimming,Swimming Men's 100 metres Freestyle,M,Gold,21.0,Clarke Currie Scholes,USA
116812,Helsinki,1952,Swimming,Swimming Men's 100 metres Freestyle,M,Silver,18.0,Hiroshi Suzuki,JPN
25632,Helsinki,1952,Swimming,Swimming Men's 200 metres Breaststroke,M,Gold,23.0,John Griffith Davies,AUS
61122,Helsinki,1952,Swimming,Swimming Men's 200 metres Breaststroke,M,Bronze,29.0,Herbert Klein,GER
114478,Helsinki,1952,Swimming,Swimming Men's 200 metres Breaststroke,M,Silver,25.0,Bowen Dow Stassforth,USA
10715,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Bronze,23.0,"Joseph ""Jo"" Bernardo Garcia Rodriguez Marinelli",FRA
12887,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Bronze,19.0,Jean Auguste Boiteux,FRA
29443,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,23.0,Frank Martin Dooley,USA
32497,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Bronze,20.0,Aldo Eminente,FRA
41998,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Silver,18.0,Toru Goto,JPN
45180,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Silver,26.0,Yoshihiro Hamaguchi,JPN
53855,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Bronze,23.0,"Alexandre ""Alex"" Jany",FRA
55629,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,19.0,"Burwell Otis ""Bumpy"" Jones",USA
62494,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,19.0,Ford Hiroshi Konno,USA
77769,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,21.0,"James Price ""Jimmy"" McLane, Jr.",USA
81685,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,20.0,Wayne Richard Moore,USA
109466,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,21.0,"Donald Alexander ""Don"" Sheff",USA
116812,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Silver,18.0,Hiroshi Suzuki,JPN
118469,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Silver,19.0,Teijiro Tanikawa,JPN
131330,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,21.0,"Wallace Perry ""Wally"" Wolf, Jr.",USA
131579,Helsinki,1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,M,Gold,17.0,"William Tripp ""Bill"" Woolsey",USA
12887,Helsinki,1952,Swimming,Swimming Men's 400 metres Freestyle,M,Gold,19.0,Jean Auguste Boiteux,FRA
62494,Helsinki,1952,Swimming,Swimming Men's 400 metres Freestyle,M,Silver,19.0,Ford Hiroshi Konno,USA
89869,Helsinki,1952,Swimming,Swimming Men's 400 metres Freestyle,M,Bronze,22.0,Per-Olof strand,SWE
46205,Helsinki,1952,Swimming,Swimming Women's 100 metres Backstroke,F,Gold,16.0,Joan Cynthia Harrison (-Breetzke),RSA
115152,Helsinki,1952,Swimming,Swimming Women's 100 metres Backstroke,F,Bronze,21.0,Jean Stewart (-Hurring),NZL
130239,Helsinki,1952,Swimming,Swimming Women's 100 metres Backstroke,F,Silver,17.0,Geertje Wielema,NED
117568,Helsinki,1952,Swimming,Swimming Women's 100 metres Freestyle,F,Gold,16.0,"Katalin Szke (Homonnai-, -Markovits, -Domjan)",HUN
119125,Helsinki,1952,Swimming,Swimming Women's 100 metres Freestyle,F,Bronze,21.0,Judit Temes (-Tuider),HUN
119281,Helsinki,1952,Swimming,Swimming Women's 100 metres Freestyle,F,Silver,23.0,"Johanna Maria ""Hannie"" Termeulen",NED
39666,Helsinki,1952,Swimming,Swimming Women's 200 metres Breaststroke,F,Silver,22.0,va Grard-Novk,HUN
41823,Helsinki,1952,Swimming,Swimming Women's 200 metres Breaststroke,F,Bronze,19.0,"Helen Orr ""Elenor"" Gordon-McKay",GBR
117453,Helsinki,1952,Swimming,Swimming Women's 200 metres Breaststroke,F,Gold,25.0,va Szkely (-Gyarmati),HUN
2443,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Bronze,17.0,"Joan ""Jody"" Alderson (-Braskamp)",USA
39666,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Gold,22.0,va Grard-Novk,HUN
47214,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Silver,27.0,Irma Heijting-Schuhmacher,NED
58176,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Bronze,18.0,Evelyn Tokue Kawamoto (-Konno),USA
67235,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Bronze,22.0,"Jacqueline Carol ""Jackie"" LaVine",USA
70364,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Silver,24.0,Marie-Louise Jean Josphine Linssen-Vaessen,NED
70531,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Gold,25.0,Mria Littomeritzky (-Bognr),HUN
87106,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Gold,27.0,Ilona Novk (-Popper),HUN
114943,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Bronze,17.0,"Marie Louise ""Marilee"" Stepan (-Wehmann)",USA
117568,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Gold,16.0,"Katalin Szke (Homonnai-, -Markovits, -Domjan)",HUN
119125,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Gold,21.0,Judit Temes (-Tuider),HUN
119281,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Silver,23.0,"Johanna Maria ""Hannie"" Termeulen",NED
124977,Helsinki,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,F,Silver,17.0,Koosje van Voorn (-ten Thije),NED
39666,Helsinki,1952,Swimming,Swimming Women's 400 metres Freestyle,F,Silver,22.0,va Grard-Novk,HUN
44352,Helsinki,1952,Swimming,Swimming Women's 400 metres Freestyle,F,Gold,19.0,Valria Gyenge (-Garai),HUN
58176,Helsinki,1952,Swimming,Swimming Women's 400 metres Freestyle,F,Bronze,18.0,Evelyn Tokue Kawamoto (-Konno),USA
4484,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,30.0,Rbert Antal (Adler),HUN
4968,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,31.0,"Ermenegildo ""Gildo"" Arena",ITA
7006,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,32.0,Veljko Bakaun,YUG
13050,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,20.0,Antal Bolvri,HUN
14575,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,31.0,Marko Brajnovi,YUG
19229,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,21.0,Lucio Ceccarini,ITA
26640,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,27.0,Renato De Sanzuane,ITA
33632,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,33.0,Dezs Fbin,HUN
38218,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,24.0,Raffaello Gambino,ITA
40468,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,21.0,Salvatore Gionta,ITA
44346,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,24.0,Dezs Gyarmati,HUN
46548,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,27.0,Istvn Hasznos,HUN
52927,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,22.0,Vladimir Ivkovi,YUG
54262,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,29.0,Lszl Jeney,HUN
54726,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,20.0,Zdravko Jei,YUG
57696,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,17.0,Gyrgy Krpti,HUN
63361,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,27.0,Zdravko-iro Kovai,YUG
65197,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,30.0,"Ivica ""Ivo"" Kurtini",YUG
68634,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,34.0,Dezs Lemhnyi (Kollmann),HUN
74500,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,22.0,Maurizio Mannelli,ITA
75207,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,20.0,Klmn Markovits de Spizza et Kisterpest,HUN
75608,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,21.0,Mikls Martin,HUN
88183,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,34.0,Geminio Ognio,ITA
93241,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,22.0,Carlo Peretti,ITA
95849,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,25.0,"Vincenzo ""Enzo"" Polito",ITA
98185,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,24.0,Lovro Radoni,YUG
103194,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,28.0,Cesare Rubini,ITA
114212,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,29.0,Ivo takula,YUG
117538,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,34.0,Kroly Szittya (Schfer),HUN
117542,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,31.0,"Istvn Szivs, Sr.",HUN
121625,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Bronze,27.0,Renato Traiola,ITA
126949,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Gold,23.0,Gyrgy Vizvri (Weiss),HUN
127718,Helsinki,1952,Water Polo,Water Polo Men's Water Polo,M,Silver,24.0,Boko Vuksanovi,YUG
80301,Helsinki,1952,Weightlifting,Weightlifting Men's Bantamweight,M,Bronze,23.0,Ali Mirzai,IRI
84447,Helsinki,1952,Weightlifting,Weightlifting Men's Bantamweight,M,Silver,33.0,Mahmoud Namdjou,IRI
123090,Helsinki,1952,Weightlifting,Weightlifting Men's Bantamweight,M,Gold,28.0,Ivan Vasilyevich Udodov,URS
20766,Helsinki,1952,Weightlifting,Weightlifting Men's Featherweight,M,Gold,23.0,Rapael Chimishk'iani,URS
104561,Helsinki,1952,Weightlifting,Weightlifting Men's Featherweight,M,Silver,29.0,Nikolay Nikolayevich Saksonov,URS
130462,Helsinki,1952,Weightlifting,Weightlifting Men's Featherweight,M,Bronze,27.0,Rodney Adolphus Wilkes,TTO
14496,Helsinki,1952,Weightlifting,Weightlifting Men's Heavyweight,M,Silver,23.0,"James Edward ""Jim"" Bradford",USA
25701,Helsinki,1952,Weightlifting,Weightlifting Men's Heavyweight,M,Gold,31.0,"John Henry Davis, Jr.",USA
108504,Helsinki,1952,Weightlifting,Weightlifting Men's Heavyweight,M,Bronze,20.0,Humberto Selvetti,ARG
71130,Helsinki,1952,Weightlifting,Weightlifting Men's Light-Heavyweight,M,Gold,27.0,Trofim Fyodorovich Lomakin,URS
114285,Helsinki,1952,Weightlifting,Weightlifting Men's Light-Heavyweight,M,Silver,27.0,"Stanley Anthony ""Stan"" Stanczyk",USA
127485,Helsinki,1952,Weightlifting,Weightlifting Men's Light-Heavyweight,M,Bronze,27.0,Arkady Nikitich Vorobyov,URS
7742,Helsinki,1952,Weightlifting,Weightlifting Men's Lightweight,M,Bronze,24.0,"Verdi ""Vern"" Barberis",AUS
62503,Helsinki,1952,Weightlifting,Weightlifting Men's Lightweight,M,Gold,22.0,"Tamio ""Tommy"" Kono",USA
71292,Helsinki,1952,Weightlifting,Weightlifting Men's Lightweight,M,Silver,34.0,Yevgeny Ivanovich Lopatin,URS
59715,Helsinki,1952,Weightlifting,Weightlifting Men's Middle-Heavyweight,M,Bronze,25.0,Lennox Stanislaus Kilgour,TTO
87105,Helsinki,1952,Weightlifting,Weightlifting Men's Middle-Heavyweight,M,Silver,33.0,Grigory Irmovich Novak,URS
