datetime,Hidráulica,Ajuste P48,Saldo Andorra,Saldo Marruecos,Saldo Francia,Saldo Portugal,otras renovables,Residuos no renovables,Cogeneración,Eólica,Carbón,Enlace Baleares,Consumo bombeo,Solar térmica,Solar fotovoltaica,Ciclo combinado,Turbinación bombeo,Nuclear
2022-01-01 00:00:00,2171.6,0.0,-44.0,33.0,3330.0,-761.1,584.1,312.5,1742.8,6380.8,810.0,-40.8,-1243.0,10.0,7.1,1885.4,50.0,6096.7
2022-01-01 01:00:00,2075.1,100.0,-42.0,133.0,3330.0,-1673.8,572.9,313.9,1729.1,6563.3,815.0,-40.8,-1688.0,10.0,19.1,1948.8,0.0,6098.6
2022-01-01 02:00:00,1902.1,0.0,-39.0,333.0,3330.0,-1943.0,571.6,313.1,1691.4,6479.1,825.0,-40.8,-1914.8,10.0,0.1,1937.9,0.0,6097.7
2022-01-01 03:00:00,1739.4,100.0,-37.0,433.0,3145.0,-2272.2,569.7,314.0,1643.1,6350.9,825.0,-40.8,-2601.4,10.0,0.1,1785.8,0.0,6096.7
2022-01-01 04:00:00,1654.3,-100.0,-35.0,433.0,3145.0,-2167.9,571.5,313.1,1648.6,6071.0,865.0,-40.8,-2812.0,10.0,0.1,1785.6,0.0,6097.7
2022-01-01 05:00:00,1640.3,100.0,-35.0,433.0,3145.0,-2201.0,571.2,313.7,1636.1,6024.0,745.0,-40.8,-2971.0,10.0,14.7,1742.6,0.0,6096.7
2022-01-01 06:00:00,1648.2,-100.0,-37.0,433.0,3145.0,-2103.1,570.8,313.0,1653.2,5905.3,825.0,-40.8,-2916.7,10.0,15.4,1827.8,0.0,6098.6
2022-01-01 07:00:00,1827.9,-200.0,-39.0,433.0,3006.0,-1957.4,571.8,312.9,1654.3,6136.4,745.0,-40.8,-2959.0,10.1,2.7,1915.9,0.0,6098.6
2022-01-01 08:00:00,1836.8,-300.0,-42.0,433.0,2912.0,-1664.5,576.6,312.7,1660.3,6040.4,745.0,-40.8,-3047.0,10.4,212.5,1921.0,0.0,6097.7
2022-01-01 09:00:00,1868.9,-300.0,-46.0,133.0,2692.0,-1917.8,578.3,312.4,1650.5,6075.4,735.7,-40.8,-3404.0,14.2,2025.4,1797.7,0.0,6098.6
2022-01-01 10:00:00,1927.9,-300.0,-51.0,0.0,1816.3,-1700.0,578.4,312.6,1646.2,5704.9,725.0,-40.8,-3386.2,116.3,4923.9,1656.3,0.0,6097.7
2022-01-01 11:00:00,1876.6,-200.0,-55.0,0.0,1244.7,-1700.0,577.3,312.9,1647.4,5262.8,713.1,-40.8,-3362.1,590.3,6459.5,1652.5,0.0,6098.6
2022-01-01 12:00:00,1858.2,-300.0,-57.0,0.0,2043.7,-2144.6,579.0,312.7,1662.8,4467.0,655.5,-40.8,-3247.0,879.3,7189.2,1709.7,0.0,6096.7
2022-01-01 13:00:00,1874.9,-300.0,-58.0,0.0,3007.3,-2800.3,578.8,312.8,1659.6,4265.2,677.0,-40.8,-3080.3,945.5,7245.2,1708.9,0.0,6096.7
2022-01-01 14:00:00,1826.6,0.0,-56.0,0.0,2688.9,-2738.9,579.1,312.9,1658.7,4087.7,662.8,-40.8,-2644.0,997.3,7006.4,1764.7,0.0,6093.7
2022-01-01 15:00:00,1849.5,-300.0,-54.0,0.0,986.5,-2471.7,575.9,313.0,1660.4,5075.6,680.0,-40.8,-2430.0,1135.5,6231.2,1753.7,0.0,6094.7
2022-01-01 16:00:00,2342.3,-200.0,-52.0,0.0,1283.3,-2592.8,574.5,312.4,1722.4,5428.1,741.1,-40.8,-1968.6,1200.4,4040.0,1690.9,0.0,6093.7
2022-01-01 17:00:00,2586.5,-200.0,-53.0,0.0,1517.9,-1093.7,587.5,313.0,1790.3,5679.3,803.2,-40.8,-930.8,764.1,1136.2,1798.0,405.2,6092.7
2022-01-01 18:00:00,2915.2,0.0,-56.0,0.0,2913.0,-993.7,589.4,313.1,1873.0,6040.2,874.8,-40.8,-482.5,175.7,46.8,2052.8,825.7,6092.7
2022-01-01 19:00:00,3144.7,-500.0,-60.0,0.0,3237.0,-994.3,591.9,312.7,1898.0,6158.9,990.0,-40.8,-460.0,19.0,8.9,2491.5,1471.0,6094.7
2022-01-01 20:00:00,3190.6,-300.0,-61.0,-100.0,3237.0,-994.0,598.6,312.9,1915.4,6410.0,960.3,-40.8,-356.0,48.1,4.2,2445.4,1514.2,6093.7
2022-01-01 21:00:00,3153.6,-300.0,-59.0,-100.0,3237.0,-1094.2,599.6,313.2,1933.2,6488.8,1008.5,-40.8,-356.0,37.5,3.2,2628.8,1603.9,6094.7
2022-01-01 22:00:00,2938.1,-200.0,-53.0,-70.0,3237.0,-1294.2,598.3,313.1,1924.7,6387.7,874.6,-40.8,-399.4,17.3,2.1,2297.4,1354.6,6094.7
2022-01-01 23:00:00,2618.9,-100.0,-49.0,0.0,3237.0,-2424.3,591.8,313.7,1890.8,6410.2,889.5,-40.8,-408.0,17.3,0.7,2026.6,1283.6,6093.7
2022-01-02 00:00:00,2092.1,-100.0,-43.0,50.0,3191.0,-1523.5,595.6,311.9,1789.5,6775.9,778.0,-40.8,-1309.0,17.3,0.1,2010.3,200.0,6097.0
2022-01-02 01:00:00,1995.5,-100.0,-39.0,50.0,3191.0,-2609.2,590.8,312.9,1768.7,6721.1,788.0,-40.8,-1511.5,9.0,0.1,2064.4,0.0,6098.9
2022-01-02 02:00:00,1641.1,100.0,-36.0,250.0,3191.0,-2834.0,588.1,312.1,1769.3,6333.1,761.0,-40.8,-1893.0,0.0,0.1,1984.7,0.0,6098.0
2022-01-02 03:00:00,1550.6,100.0,-35.0,250.0,3098.0,-2882.0,586.3,313.0,1798.3,5986.4,761.0,-40.8,-1987.0,0.0,0.1,1983.0,0.0,6098.0
2022-01-02 04:00:00,1577.4,200.0,-34.0,399.4,3098.0,-3058.0,586.0,312.1,1824.5,5770.3,686.0,-40.8,-1988.0,0.0,0.1,1991.2,0.0,6097.0
2022-01-02 05:00:00,1606.8,100.0,-35.0,430.0,3098.0,-2960.0,587.5,312.8,1862.7,5563.3,714.0,-40.8,-1765.6,0.0,0.1,2087.5,0.0,6098.0
2022-01-02 06:00:00,1648.3,100.0,-37.0,350.0,3098.0,-2960.0,597.3,312.9,1941.8,5541.7,719.0,-40.8,-1440.3,0.0,0.3,2217.8,0.0,6098.9
2022-01-02 07:00:00,1712.1,100.0,-40.0,280.0,3098.0,-2880.0,598.8,314.7,2027.0,5368.4,707.0,-40.8,-1250.0,0.1,3.7,2984.8,0.0,6098.9
2022-01-02 08:00:00,1742.5,0.0,-44.0,280.0,3283.0,-2623.0,608.7,314.5,2072.9,5284.7,718.0,-40.8,-1250.7,0.3,185.9,3142.8,0.0,6098.0
2022-01-02 09:00:00,1846.5,-100.0,-51.0,180.0,3283.0,-2515.7,612.5,314.3,2079.7,5269.5,692.0,-40.8,-1250.0,0.3,1618.9,3558.1,0.0,6098.9
2022-01-02 10:00:00,1845.8,-250.0,-59.0,0.0,3283.0,-2830.0,616.2,317.3,2100.7,5045.5,680.0,-40.8,-1365.0,66.5,4028.0,3982.3,0.0,6098.9
2022-01-02 11:00:00,1782.9,-400.0,-62.0,0.0,3191.0,-2830.0,625.7,317.4,2133.5,4714.3,682.0,-40.8,-1459.2,344.8,5648.4,3359.1,0.0,6098.0
2022-01-02 12:00:00,1750.7,-700.0,-63.0,50.0,3191.0,-3108.5,609.1,314.9,2142.2,4447.5,682.0,-40.8,-1475.0,571.2,6395.3,3495.1,0.0,6097.0
2022-01-02 13:00:00,1708.9,-400.0,-64.0,100.0,3191.0,-3349.8,615.0,318.3,2159.6,4175.2,788.4,-40.8,-1250.0,624.6,6474.0,3594.9,0.0,6097.0
2022-01-02 14:00:00,1703.6,-400.0,-61.0,200.0,3098.0,-3097.6,610.6,320.4,2158.5,3929.2,794.0,-40.8,-1250.0,698.8,6320.1,3771.4,0.0,6095.0
2022-01-02 15:00:00,1774.9,-500.0,-58.0,300.0,3081.7,-3239.0,609.0,320.5,2158.2,3774.7,745.0,-40.8,-1336.0,810.0,5573.3,3706.4,0.0,6094.0
2022-01-02 16:00:00,2090.6,0.0,-56.0,300.0,3098.0,-2866.5,605.2,320.3,2168.6,3468.3,885.0,-40.8,-1317.1,910.9,3678.0,3867.5,24.0,6094.0
2022-01-02 17:00:00,2509.3,300.0,-56.0,300.0,3098.0,-2681.2,610.5,320.5,2275.1,3149.0,983.4,-40.8,-548.1,554.4,1071.9,5488.0,344.5,6094.0
2022-01-02 18:00:00,2773.6,300.0,-60.0,100.0,3000.0,-637.6,612.5,320.5,2352.9,3085.6,1071.7,-40.8,-418.0,116.6,50.5,6403.3,792.6,6093.0
2022-01-02 19:00:00,3241.0,-200.0,-63.0,0.0,2950.0,-619.2,610.5,320.2,2401.5,3141.9,1125.0,-40.8,-356.0,14.0,6.0,6708.0,1931.9,6095.0
2022-01-02 20:00:00,3473.3,0.0,-64.0,0.0,2900.0,-372.7,608.3,332.8,2426.2,2968.5,1155.0,-40.8,-139.0,10.3,2.7,6750.3,2165.7,6094.0
2022-01-02 21:00:00,3389.0,-600.0,-60.0,0.0,2900.0,-140.2,608.3,323.3,2404.8,3028.4,1125.2,-40.8,0.0,10.1,1.5,6693.1,2367.7,6095.0
2022-01-02 22:00:00,3019.0,-300.0,-55.0,0.0,2900.0,-849.1,608.1,323.6,2424.6,2953.2,1125.0,-40.8,-207.7,10.0,1.0,6716.8,2100.0,6095.0
2022-01-02 23:00:00,2699.4,-200.0,-48.0,0.0,2900.0,-2086.1,606.4,323.8,2401.8,3020.1,1082.0,-40.8,-221.6,10.0,0.9,6328.4,1347.5,6095.0
2022-01-03 00:00:00,2025.3,0.0,-44.0,230.0,2960.0,-479.3,603.6,330.6,2413.7,3105.5,1101.4,-40.8,-450.0,10.0,0.2,4851.0,192.0,6096.8
2022-01-03 01:00:00,1821.9,200.0,-40.0,230.0,2960.0,-1310.5,603.6,332.2,2370.7,3216.8,1065.0,-40.8,-829.0,10.0,0.2,4427.4,0.0,6098.7
2022-01-03 02:00:00,1717.2,200.0,-37.0,430.0,2960.0,-1781.9,602.9,331.2,2335.7,3450.1,1040.0,-40.8,-1178.0,10.0,0.2,4065.9,0.0,6097.8
2022-01-03 03:00:00,1703.3,200.0,-35.0,430.0,2960.0,-1898.1,601.2,332.0,2324.0,3552.9,950.0,-40.8,-1535.0,10.0,0.2,4002.2,0.0,6097.8
2022-01-03 04:00:00,1708.2,200.0,-35.0,430.0,3072.5,-1706.1,601.7,330.8,2340.6,3665.9,900.0,-40.8,-1879.2,10.0,0.2,3856.9,0.0,6096.8
2022-01-03 05:00:00,1718.5,0.0,-36.0,430.0,3000.0,-1567.2,602.5,331.3,2357.2,3949.7,970.0,-40.8,-1535.0,10.0,0.2,4113.2,0.0,6097.8
2022-01-03 06:00:00,1950.7,0.0,-41.0,430.0,3000.0,-1384.5,601.0,332.5,2406.8,4185.2,1000.0,-40.8,-852.0,10.0,0.3,4755.7,80.0,6098.7
2022-01-03 07:00:00,2506.5,0.0,-48.0,0.0,3400.0,-281.1,600.2,332.4,2449.1,4457.4,1079.2,-40.8,-356.0,10.1,2.6,5887.2,153.4,6098.7
2022-01-03 08:00:00,3245.4,0.0,-57.0,0.0,3599.7,968.1,613.8,332.2,2505.1,4738.9,1105.0,-40.8,-356.0,10.2,184.9,5727.7,191.2,6096.8
2022-01-03 09:00:00,3250.9,0.0,-19.0,0.0,3607.0,410.4,615.7,332.0,2537.1,5117.6,1100.0,-40.8,-434.7,14.1,1835.9,5097.5,192.0,6098.7
2022-01-03 10:00:00,2756.4,100.0,-25.0,-60.0,3607.0,-771.0,615.3,332.2,2534.3,5386.0,1080.0,-40.8,-588.0,98.0,4589.0,5312.1,47.5,6098.7
2022-01-03 11:00:00,2342.5,-100.0,-25.0,-100.0,3607.0,-1881.7,613.5,331.7,2538.3,5375.0,1074.5,-40.8,-816.5,366.7,6330.8,5296.0,0.0,6097.8
2022-01-03 12:00:00,2028.4,-200.0,-24.0,-100.0,3653.0,-2011.6,614.7,329.0,2564.3,5439.2,991.3,-40.8,-1366.0,620.0,7152.0,4815.4,0.0,6096.8
2022-01-03 13:00:00,1936.4,0.0,-23.0,-100.0,3653.0,-1938.2,614.6,329.0,2575.5,5779.3,911.0,-40.8,-1672.8,732.6,7129.6,4402.1,0.0,6097.8
2022-01-03 14:00:00,1904.3,200.0,-66.0,0.0,3608.1,-2311.1,615.4,329.8,2549.3,6189.1,910.0,-40.8,-1571.0,831.6,6983.5,3782.4,0.0,6094.8
2022-01-03 15:00:00,1920.4,-200.0,-64.0,0.0,3570.4,-2805.6,623.7,330.1,2540.9,6827.3,855.0,-40.8,-1445.0,1015.4,6213.0,3528.5,0.0,6094.8
2022-01-03 16:00:00,2273.5,-100.0,-63.0,0.0,2285.2,-1868.4,622.4,329.7,2558.5,7242.3,950.0,-40.8,-1160.0,1176.0,4117.1,4136.4,24.0,6093.8
2022-01-03 17:00:00,2861.6,-200.0,-64.0,0.0,2470.4,-990.1,631.4,330.1,2643.3,8023.0,1024.4,-40.8,-922.5,780.8,1244.9,5127.6,62.3,6093.8
2022-01-03 18:00:00,3287.0,-400.0,-23.0,0.0,1164.5,963.2,609.6,330.1,2683.7,8807.0,1094.3,-40.8,-356.0,166.8,76.0,5596.7,774.7,6093.8
2022-01-03 19:00:00,3387.5,-700.0,-24.0,-200.0,1465.8,1064.4,606.1,330.2,2693.3,9733.7,1090.0,-40.8,-356.0,39.5,5.8,5801.9,966.8,6094.8
2022-01-03 20:00:00,3091.1,-400.0,-25.0,-200.0,3422.0,-709.6,637.9,333.0,2686.7,10279.4,1084.5,-40.8,-356.0,26.3,2.6,5760.4,782.8,6093.8
2022-01-03 21:00:00,2788.8,-300.0,-18.0,-200.0,3294.4,-1240.6,646.3,333.6,2660.6,10719.8,1047.5,-40.8,-356.0,16.0,1.4,5656.4,782.8,6095.8
2022-01-03 22:00:00,2088.4,-700.0,-57.0,-100.0,853.9,-216.6,648.8,335.1,2588.4,11345.7,987.5,-40.8,-460.0,7.0,0.9,4609.6,1265.0,6094.8
2022-01-03 23:00:00,1821.1,-900.0,-51.0,0.0,545.8,-1047.9,632.5,334.4,2569.0,11530.9,933.5,-40.8,-608.3,0.0,0.8,4305.5,395.9,6094.8
2022-01-04 00:00:00,1737.9,-400.0,-45.0,280.0,704.9,-1726.7,623.1,340.3,2564.4,11697.4,859.0,-40.8,-832.0,0.0,0.1,2901.1,0.0,6097.9
2022-01-04 01:00:00,1629.2,-400.0,-40.0,350.0,126.5,-1327.2,621.5,341.9,2544.9,11815.3,851.0,-40.8,-1639.5,0.1,13.6,2053.6,0.0,6097.9
2022-01-04 02:00:00,1597.1,0.0,-37.0,430.0,295.1,-1437.8,625.5,340.9,2539.0,11650.5,790.0,-40.8,-2916.5,0.1,18.3,1897.3,0.0,6091.9
2022-01-04 03:00:00,1523.8,0.0,-36.0,430.0,1006.7,-1778.5,618.7,341.7,2536.6,11656.5,790.0,-40.8,-3671.0,0.1,32.3,1815.6,0.0,6091.9
2022-01-04 04:00:00,1542.9,0.0,-36.0,430.0,1078.2,-1605.1,620.4,336.8,2499.6,11466.1,763.0,-40.8,-3679.0,0.1,0.1,1774.3,0.0,6092.5
2022-01-04 05:00:00,1546.7,0.0,-36.0,430.0,-637.8,-383.5,626.0,337.3,2498.5,11426.6,900.0,-40.8,-3134.4,0.1,18.0,2126.8,0.0,6096.5
2022-01-04 06:00:00,1843.2,-200.0,-41.0,430.0,-1986.8,416.3,633.8,338.5,2617.3,10994.4,990.0,-40.8,-1350.0,3.0,0.3,2799.2,286.0,6099.4
2022-01-04 07:00:00,2307.4,-400.0,-48.0,110.0,-2397.0,2274.2,636.0,340.4,2673.7,11309.0,1065.5,-40.8,-970.0,8.8,7.9,3573.7,696.5,6098.5
2022-01-04 08:00:00,3109.1,-500.0,-57.0,0.0,-2296.4,2944.0,644.5,340.2,2773.2,11178.7,1096.0,-40.8,-970.0,9.1,209.6,3474.6,941.1,6098.5
2022-01-04 09:00:00,3342.1,-1500.0,-48.0,0.0,-2264.4,2971.1,644.4,354.8,2836.4,10946.7,1115.4,-40.8,-970.0,9.0,1643.4,3754.9,1717.3,6098.5
2022-01-04 10:00:00,3211.5,-600.0,-53.0,0.0,-2153.8,2572.4,644.8,357.0,2861.4,10035.3,1106.1,-40.8,-970.0,55.7,3932.1,3359.1,950.3,6099.4
2022-01-04 11:00:00,3030.4,-400.0,-53.0,-100.0,-2290.0,1813.7,643.4,356.5,2861.0,9660.4,1101.4,-40.8,-970.0,236.9,5122.9,3295.3,940.8,6097.5
2022-01-04 12:00:00,2635.4,-500.0,-53.0,-100.0,-2590.0,823.0,643.7,334.7,2812.6,10309.5,1118.4,-40.8,-970.0,283.7,5237.6,3675.5,1596.6,6097.5
2022-01-04 13:00:00,2420.0,-600.0,-51.0,0.0,-2590.0,1037.2,642.2,334.9,2819.2,11227.2,1107.4,-40.8,-970.0,280.1,5022.7,3596.0,1013.8,6097.5
2022-01-04 14:00:00,2011.1,-700.0,-66.0,0.0,-2590.0,1318.2,642.4,335.8,2773.7,12307.1,1125.5,-40.8,-970.0,296.9,4628.1,2368.9,1470.0,6095.5
2022-01-04 15:00:00,2016.2,-600.0,-64.0,50.0,-2636.0,1226.4,641.1,336.2,2787.3,12954.8,1115.5,-40.8,-970.0,347.7,3938.0,2057.9,1183.9,6095.5
2022-01-04 16:00:00,2135.6,-600.0,-63.0,150.0,-2636.0,1377.2,642.1,335.8,2764.3,13329.5,1076.5,-40.8,-970.0,377.8,2451.0,2003.9,1621.3,6095.5
2022-01-04 17:00:00,2678.9,-850.0,-65.0,150.0,-2590.0,1559.3,643.5,336.1,2811.1,14216.1,1051.5,-40.8,-611.0,227.9,715.5,2060.9,2018.4,6094.5
2022-01-04 18:00:00,3038.7,-900.0,-37.0,0.0,-2427.5,2463.5,642.1,354.6,2910.6,14041.2,1116.4,-40.8,0.0,64.5,67.9,2565.0,1876.9,6094.5
2022-01-04 19:00:00,3035.7,-900.0,-39.0,0.0,-904.4,1387.3,642.9,340.0,2872.2,14673.8,1116.0,-40.8,-285.8,17.9,34.2,2586.1,1813.3,6095.5
2022-01-04 20:00:00,2779.0,0.0,-39.0,0.0,1483.3,-579.9,645.6,344.6,2827.0,15639.2,1054.5,-40.8,-970.0,9.3,16.7,2416.7,778.7,6094.5
2022-01-04 21:00:00,2594.6,-200.0,-33.0,0.0,1936.8,-1201.3,641.9,345.5,2816.4,15676.0,1037.5,-40.8,-970.0,9.0,10.5,2034.9,1474.0,6095.5
2022-01-04 22:00:00,2065.4,-300.0,-58.0,0.0,424.8,-1598.4,633.8,345.6,2742.1,15912.2,1010.0,-40.8,-970.0,8.9,0.9,1999.5,1522.0,6095.5
2022-01-04 23:00:00,1906.5,-464.6,-52.0,150.0,-199.1,-2340.0,620.9,345.6,2654.2,15859.8,950.5,-40.8,-970.4,8.9,13.4,1685.5,568.7,6094.5
2022-01-05 00:00:00,1740.9,-0.6,-56.0,430.0,245.4,-2554.3,611.4,337.8,2501.0,15273.0,903.0,-40.8,-1491.6,8.5,0.1,1437.0,195.0,6099.2
2022-01-05 01:00:00,1706.6,-100.8,-51.0,430.0,591.1,-3033.2,612.6,337.0,2496.2,14629.9,901.5,-40.8,-2476.0,8.8,0.1,1410.0,195.0,6099.2
2022-01-05 02:00:00,1734.3,-736.3,-48.0,430.0,399.0,-2896.1,611.4,336.0,2478.5,14373.7,876.0,-40.8,-2754.0,8.9,25.3,1417.0,195.0,6099.2
2022-01-05 03:00:00,1741.0,-608.3,-46.0,430.0,344.6,-2879.1,610.2,336.8,2455.8,14038.4,912.0,-40.8,-3210.0,8.9,20.7,1462.8,195.0,6099.2
2022-01-05 04:00:00,1721.6,-605.9,-46.0,430.0,628.5,-3007.7,612.5,336.6,2477.9,13711.0,911.0,-40.8,-3019.0,8.4,14.9,1471.8,195.0,6099.2
2022-01-05 05:00:00,1751.9,-1000.0,-47.0,430.0,805.3,-2826.6,613.1,336.9,2496.2,13546.1,1000.5,-40.8,-2638.7,7.7,14.7,1530.4,195.0,6099.2
2022-01-05 06:00:00,2029.7,-658.4,-51.0,430.0,-2198.3,-868.4,609.6,345.8,2648.2,13136.3,1044.0,-40.8,-713.8,7.4,0.2,1688.8,713.9,6099.2
2022-01-05 07:00:00,2282.2,-867.1,-59.0,300.0,-2497.7,905.0,604.6,346.2,2833.6,13089.3,1065.0,-40.8,-528.0,8.2,2.5,2164.8,834.6,6099.2
2022-01-05 08:00:00,2608.7,-500.0,-56.0,120.0,-2167.3,1304.9,627.8,359.3,2941.0,13442.9,1120.4,-40.8,-276.0,8.1,165.4,2815.4,811.8,6099.2
2022-01-05 09:00:00,2895.4,-100.0,-43.0,50.0,-2913.0,1154.8,628.1,358.1,2950.8,13272.7,1120.4,-40.8,-276.0,10.5,1595.4,3109.7,905.9,6099.2
2022-01-05 10:00:00,2822.8,-200.0,-47.0,50.0,-2913.0,818.4,629.7,347.8,2935.1,13466.7,1120.4,-40.8,-970.0,74.1,3938.9,3389.4,364.0,6099.2
2022-01-05 11:00:00,2731.4,-1000.0,-33.0,50.0,-2913.0,-172.0,623.7,357.3,2952.0,13692.9,1120.4,-40.8,-556.0,262.5,5033.3,3306.1,275.0,6099.2
2022-01-05 12:00:00,2307.3,-800.0,-33.0,0.0,-2960.0,101.7,633.3,359.0,2931.9,13702.2,1103.0,-40.8,-968.0,341.5,5444.2,3348.2,130.0,6099.2
2022-01-05 13:00:00,2229.1,300.0,-32.0,0.0,-2960.0,-20.0,638.0,359.2,2941.9,13326.5,1120.4,-40.8,-1350.0,380.5,5129.7,3553.1,130.0,6099.2
2022-01-05 14:00:00,2101.2,200.0,-62.0,0.0,-2227.0,98.1,638.0,360.1,2924.3,12969.8,1106.4,-40.8,-1614.0,337.1,4571.7,3448.2,0.0,6099.2
2022-01-05 15:00:00,2163.5,100.0,-60.0,50.0,-2123.1,406.8,648.6,347.5,2913.4,12412.8,1106.2,-40.8,-1401.4,281.7,3480.4,3597.7,16.3,6099.2
2022-01-05 16:00:00,2319.5,-200.0,-60.0,150.0,-2252.8,1524.1,650.0,359.8,2956.0,11416.9,1074.4,-40.8,-718.3,248.3,1950.8,4001.2,376.2,6099.2
2022-01-05 17:00:00,2870.3,-300.0,-61.0,220.0,-2182.0,2829.5,649.3,360.4,2960.7,10139.0,1111.5,-40.8,-676.5,90.8,554.2,4609.5,598.9,6099.2
2022-01-05 18:00:00,3848.8,-500.0,-46.0,0.0,-2707.0,3280.0,652.3,360.2,2919.8,9483.6,1125.0,-40.8,0.0,19.6,43.3,4894.6,1505.0,6099.2
2022-01-05 19:00:00,3909.9,-200.0,-33.0,0.0,-2821.0,3069.6,651.5,360.2,2906.8,9115.8,1116.8,-40.8,0.0,9.3,5.6,4830.5,2023.9,6099.2
2022-01-05 20:00:00,3621.6,0.0,-33.0,0.0,-1157.8,2830.4,657.0,348.4,2902.6,8655.0,1100.0,-40.8,0.0,8.8,2.3,4790.8,1162.8,6099.2
2022-01-05 21:00:00,3578.3,100.0,-29.0,0.0,-214.8,1919.0,657.1,351.4,2915.9,8497.9,1110.0,-40.8,-755.7,8.8,1.2,4847.1,1094.0,6099.2
2022-01-05 22:00:00,2853.3,0.0,-55.0,80.0,641.5,941.7,653.6,346.5,2904.2,8549.1,1126.0,-40.8,-782.0,8.9,0.8,4778.4,311.6,6099.2
2022-01-05 23:00:00,2452.4,0.0,-51.0,250.0,1580.2,-1453.3,638.7,362.6,2868.8,8754.5,1125.0,-40.8,-839.0,8.9,0.7,4421.1,124.6,6099.2
2022-01-06 00:00:00,1888.6,300.0,-45.0,440.0,1236.2,-1747.2,635.3,348.3,2787.1,8793.5,1120.0,-40.8,-832.0,0.1,0.1,3427.2,265.0,6090.0
2022-01-06 01:00:00,1839.8,0.0,-41.0,440.0,659.7,-1626.2,634.1,349.9,2779.3,9030.8,1117.0,-40.8,-960.6,0.1,0.1,2591.3,54.2,6090.0
2022-01-06 02:00:00,1675.7,150.0,-38.0,440.0,-334.1,-1546.2,632.8,347.8,2743.4,9084.3,1120.0,-40.8,-1537.0,0.1,0.1,2207.5,0.0,6090.0
2022-01-06 03:00:00,1618.2,350.0,-36.0,440.0,-447.8,-1400.6,630.7,346.7,2719.8,9069.0,1120.0,-40.8,-2614.4,0.2,0.1,2391.0,0.0,6090.0
2022-01-06 04:00:00,1647.7,150.0,-36.0,440.0,-31.0,-1655.2,634.2,308.8,2715.5,9196.8,1120.0,-40.8,-2666.0,0.2,0.1,2219.5,0.0,6093.3
2022-01-06 05:00:00,1661.0,50.0,-36.0,440.0,-1219.0,-1332.9,634.7,308.5,2756.3,8935.6,1120.0,-40.8,-1879.0,0.1,0.2,2513.2,65.0,6098.3
2022-01-06 06:00:00,1966.6,0.0,-38.0,400.0,-2390.2,-1282.8,635.3,308.1,2782.3,8642.0,1120.0,-40.8,-744.3,0.1,0.2,3145.7,151.7,6099.3
2022-01-06 07:00:00,2385.2,0.0,-42.0,250.0,-2867.0,-965.8,626.4,307.7,2799.4,8458.6,1120.0,-40.8,-380.0,6.0,2.5,3257.3,355.0,6099.4
2022-01-06 08:00:00,2932.9,-500.0,-46.0,150.0,-2866.0,-1120.2,631.4,321.3,2826.7,8375.2,1120.0,-40.8,-237.5,15.2,227.6,3225.0,638.5,6099.4
2022-01-06 09:00:00,2794.7,-1185.3,-51.0,50.0,-2867.0,-624.3,634.1,321.0,2841.9,8264.8,1125.0,-40.8,0.0,22.5,2044.7,2229.6,1633.9,6099.4
2022-01-06 10:00:00,2788.1,-272.0,-59.0,50.0,-2867.0,-1173.7,626.6,320.9,2820.1,7865.9,1125.0,-40.8,-90.1,125.4,4957.1,2015.6,636.9,6099.4
2022-01-06 11:00:00,2256.9,-454.4,-61.0,0.0,-2821.0,-1780.7,620.1,307.6,2811.4,7793.0,1120.0,-40.8,-243.4,509.5,6591.3,1983.3,411.7,6099.4
2022-01-06 12:00:00,2019.4,-457.9,-63.0,0.0,-2346.2,-2033.0,620.9,321.0,2817.1,7665.5,1110.0,-40.8,-690.2,818.0,7165.6,1964.7,0.0,6099.4
2022-01-06 13:00:00,2026.5,-432.7,-63.0,0.0,-2202.9,-2075.3,620.5,307.7,2776.5,7648.6,1100.0,-40.8,-694.0,918.9,7265.1,1945.8,0.0,6099.4
2022-01-06 14:00:00,2002.0,848.1,-60.0,80.0,-1803.7,-2686.1,620.7,307.9,2792.2,7652.4,1100.0,-40.8,-1292.0,1036.7,7109.3,1667.8,0.0,6099.4
2022-01-06 15:00:00,2078.8,600.0,-58.0,200.0,-2043.0,-2731.8,614.6,306.6,2760.6,7728.8,1100.0,-40.8,-1616.1,1221.2,6422.5,1622.8,118.0,6099.4
2022-01-06 16:00:00,2543.6,700.0,-56.0,300.0,-2043.0,-3104.7,620.7,306.0,2800.7,7791.5,1066.2,-40.8,-1436.0,1309.6,4353.1,2111.5,287.0,6099.4
2022-01-06 17:00:00,2870.4,300.0,-56.0,350.0,-2526.0,-833.4,624.6,307.7,2815.0,8418.3,1111.6,-40.8,-579.5,890.9,1368.7,2701.1,536.3,6099.4
2022-01-06 18:00:00,3933.6,-400.0,-60.0,0.0,-2145.7,240.7,630.7,321.3,2859.8,8900.3,1100.0,-40.8,0.0,189.5,70.6,3198.9,1743.0,6099.4
2022-01-06 19:00:00,3889.2,-500.0,-63.0,0.0,-79.6,-404.5,632.9,318.3,2878.9,9045.4,1105.0,-40.8,0.0,35.3,21.4,3348.5,1761.9,6099.4
2022-01-06 20:00:00,3800.2,-500.0,-63.0,0.0,389.7,382.3,585.2,315.2,2891.5,8913.0,1120.0,-40.8,0.0,10.7,6.3,3405.8,1737.7,6099.4
